instance,ghtw,triang,balsepkdecomp,globalbipkdecomp,localbipkdecomp,frasmt
hypergraphs_pigeonsPlus-10-06.xml.hg,5,0.07,TO,TO,TO,10.09
hypergraphs_pigeonsPlus-10-07.xml.hg,5,0.08,TO,TO,TO,12.69
hypergraphs_pigeonsPlus-11-02.xml.hg,6,0.08,TO,TO,TO,113.2
hypergraphs_pigeonsPlus-11-03.xml.hg,6,0.08,TO,TO,TO,107.18
hypergraphs_pigeonsPlus-11-04.xml.hg,6,0.08,TO,TO,TO,110.87
hypergraphs_pigeonsPlus-11-05.xml.hg,6,0.07,TO,TO,TO,94.26
hypergraphs_pigeonsPlus-11-06.xml.hg,6,0.09,TO,TO,TO,112.21
hypergraphs_pret-060-25.xml.hg,5,12.78,TO,TO,TO,TO
hypergraphs_pret-060-40.xml.hg,5,14.07,TO,TO,TO,TO
hypergraphs_pret-060-60.xml.hg,5,11.94,TO,TO,TO,TO
hypergraphs_pret-060-75.xml.hg,5,13.51,TO,TO,TO,TO
hypergraphs_pret-150-25.xml.hg,-1,MO,TO,TO,TO,TO
hypergraphs_pret-150-40.xml.hg,-1,TO,TO,TO,TO,TO
hypergraphs_pret-150-60.xml.hg,-1,MO,TO,TO,TO,TO
hypergraphs_pret-150-75.xml.hg,-1,MO,TO,TO,TO,TO
hypergraphs_pret60_25.hg,5,14.72,TO,TO,TO,TO
hypergraphs_pret60_60.hg,5,14.41,TO,TO,TO,TO
hypergraphs_rand-10-20-10-5-10000-01.xml.hg,2,0.06,0.26,0.25,0.28,17.73
hypergraphs_rand-10-20-10-5-10000-02.xml.hg,2,0.04,0.14,0.29,0.22,15.85
hypergraphs_rand-10-20-10-5-10000-03.xml.hg,2,0.05,0.24,0.17,0.28,17.65
hypergraphs_rand-10-20-10-5-10000-04.xml.hg,2,0.06,0.26,0.18,0.26,17.68
hypergraphs_rand-10-20-10-5-10000-05.xml.hg,2,0.07,0.25,0.15,0.29,21.37
hypergraphs_rand-10-20-10-5-10000-06.xml.hg,2,0.09,0.24,0.17,0.26,15.83
hypergraphs_rand-10-20-10-5-10000-07.xml.hg,2,0.08,0.26,0.26,0.26,17.8
hypergraphs_rand-10-20-10-5-10000-08.xml.hg,3,0.08,0.23,3.1,0.27,17.63
hypergraphs_rand-10-20-10-5-10000-09.xml.hg,2,0.06,0.23,0.16,0.3,20.78
hypergraphs_rand-10-20-10-5-10000-10.xml.hg,2,0.08,0.25,0.16,0.25,16.21
hypergraphs_rand-10-20-10-5-10000-11.xml.hg,2,0.09,0.27,0.15,0.25,19.87
hypergraphs_rand-10-20-10-5-10000-12.xml.hg,2,0.06,0.22,0.18,0.25,19.72
hypergraphs_rand-10-20-10-5-10000-13.xml.hg,2,0.05,0.14,0.29,0.23,18.17
hypergraphs_rand-10-20-10-5-10000-14.xml.hg,2,0.07,0.14,0.27,0.28,20.7
hypergraphs_rand-10-20-10-5-10000-15.xml.hg,2,0.05,0.16,0.26,0.24,20.56
hypergraphs_rand-10-20-10-5-10000-16.xml.hg,2,0.05,0.24,0.25,0.23,17.63
hypergraphs_rand-10-20-10-5-10000-17.xml.hg,2,0.04,0.24,0.17,0.23,15.41
hypergraphs_rand-10-20-10-5-10000-18.xml.hg,2,0.07,0.16,0.19,0.23,20.84
hypergraphs_rand-10-20-10-5-10000-19.xml.hg,2,0.05,0.25,0.16,0.2,20.65
hypergraphs_rand-10-20-10-5-10000-20.xml.hg,2,0.06,0.2,0.16,0.25,19.99
hypergraphs_rand-10-60-20-30-51200-01.xml.hg,7,110.96,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-02.xml.hg,7,404.43,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-03.xml.hg,7,315.73,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-04.xml.hg,7,285.61,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-05.xml.hg,7,74.63,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-06.xml.hg,7,454.63,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-07.xml.hg,7,116.01,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-08.xml.hg,7,304.82,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-09.xml.hg,7,327.5,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-10.xml.hg,7,191.08,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-11.xml.hg,7,275.82,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-12.xml.hg,7,116.84,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-13.xml.hg,7,299.35,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-14.xml.hg,7,89.12,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-15.xml.hg,7,86.68,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-16.xml.hg,7,442.94,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-17.xml.hg,7,73.06,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-18.xml.hg,7,75.58,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-19.xml.hg,7,103.36,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-20.xml.hg,7,63.34,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-21.xml.hg,7,68.39,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-22.xml.hg,7,78.31,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-23.xml.hg,7,309.45,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-24.xml.hg,7,73.17,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-25.xml.hg,7,272.22,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-26.xml.hg,7,58.02,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-27.xml.hg,7,109.37,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-28.xml.hg,7,116.02,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-29.xml.hg,7,459.91,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-30.xml.hg,7,495.33,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-31.xml.hg,7,535.77,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-32.xml.hg,7,110.46,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-33.xml.hg,7,477.86,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-34.xml.hg,7,242.45,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-35.xml.hg,7,88.06,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-36.xml.hg,7,289.37,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-37.xml.hg,7,253.14,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-38.xml.hg,7,79.96,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-39.xml.hg,7,372.81,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-40.xml.hg,6,72.69,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-41.xml.hg,7,72.92,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-42.xml.hg,7,334.85,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-43.xml.hg,7,358.95,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-44.xml.hg,7,75.47,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-45.xml.hg,7,92.75,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-46.xml.hg,7,77.17,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-47.xml.hg,7,149.63,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-48.xml.hg,7,109.2,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-49.xml.hg,7,345.7,TO,TO,TO,TO
hypergraphs_rand-10-60-20-30-51200-50.xml.hg,7,115.37,TO,TO,TO,TO
hypergraphs_rand-15-23-3-16-150000-01.xml.hg,2,0.05,0.34,20.56,0.28,34.75
hypergraphs_rand-15-23-3-16-150000-02.xml.hg,2,0.02,0.41,16.54,0.24,34.68
hypergraphs_rand-15-23-3-16-150000-03.xml.hg,2,0.04,0.24,16.98,0.27,34.87
hypergraphs_rand-15-23-3-16-150000-04.xml.hg,2,0.03,0.4,16.75,0.28,37.11
hypergraphs_rand-15-23-3-16-150000-05.xml.hg,2,0.04,0.28,19.32,0.23,35.59
hypergraphs_rand-15-23-3-16-150000-06.xml.hg,2,0.06,0.33,17.53,0.25,34.64
hypergraphs_rand-15-23-3-16-150000-07.xml.hg,2,0.04,0.26,11.57,0.29,34.55
hypergraphs_rand-15-23-3-16-150000-08.xml.hg,2,0.05,0.4,18.63,0.18,34.16
hypergraphs_rand-15-23-3-16-150000-09.xml.hg,2,0.05,0.34,19.26,0.29,34.99
hypergraphs_rand-15-23-3-16-150000-10.xml.hg,2,0.03,0.39,26.34,0.25,35.43
hypergraphs_rand-15-23-3-16-150000-11.xml.hg,2,0.05,0.4,17.4,0.23,34.56
hypergraphs_rand-15-23-3-16-150000-12.xml.hg,2,0.05,0.41,20.75,0.25,34.51
hypergraphs_rand-15-23-3-16-150000-13.xml.hg,3,0.04,1.55,TO,TO,35.22
hypergraphs_rand-15-23-3-16-150000-14.xml.hg,2,0.03,0.31,16.29,0.15,35.37
hypergraphs_rand-15-23-3-16-150000-15.xml.hg,2,0.03,0.24,12.17,0.15,35.66
hypergraphs_rand-15-23-3-16-150000-16.xml.hg,2,0.05,0.36,22.14,0.29,36.77
hypergraphs_rand-15-23-3-16-150000-17.xml.hg,3,0.04,1.4,TO,TO,34.8
hypergraphs_rand-15-23-3-16-150000-18.xml.hg,2,0.04,0.26,24.37,0.16,36.15
hypergraphs_rand-15-23-3-16-150000-19.xml.hg,2,0.03,0.28,10.54,0.23,35.33
hypergraphs_rand-15-23-3-16-150000-20.xml.hg,2,0.06,0.29,19.68,0.17,34.9
hypergraphs_rand-15-23-3-16-150000-21.xml.hg,2,0.02,0.3,19.42,0.16,37.2
hypergraphs_rand-15-23-3-16-150000-22.xml.hg,3,0.05,1.59,TO,TO,35.55
hypergraphs_rand-15-23-3-16-150000-23.xml.hg,2,0.04,0.36,19.1,0.28,34.38
hypergraphs_rand-15-23-3-16-150000-24.xml.hg,3,0.07,0.83,TO,TO,34.85
hypergraphs_rand-15-23-3-16-150000-25.xml.hg,2,0.04,0.38,19.3,0.26,35.49
hypergraphs_rand-2-40-180-84-090-00.xml.hg,6,2.7,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-01.xml.hg,5,6.13,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-02.xml.hg,6,93.93,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-03.xml.hg,5,3.52,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-04.xml.hg,5,2.49,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-05.xml.hg,6,12.24,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-06.xml.hg,5,6.29,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-07.xml.hg,6,2.42,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-08.xml.hg,6,21.0,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-09.xml.hg,6,33.27,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-10.xml.hg,6,28.28,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-11.xml.hg,6,21.7,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-12.xml.hg,6,10.64,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-13.xml.hg,5,3.5,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-14.xml.hg,6,14.22,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-15.xml.hg,5,16.49,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-16.xml.hg,5,11.14,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-17.xml.hg,5,17.68,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-18.xml.hg,5,3.39,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-19.xml.hg,6,104.86,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-20.xml.hg,6,8.29,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-21.xml.hg,6,64.48,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-22.xml.hg,5,12.73,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-23.xml.hg,6,13.6,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-24.xml.hg,6,64.92,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-25.xml.hg,5,5.77,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-26.xml.hg,6,37.48,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-27.xml.hg,6,7.42,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-28.xml.hg,5,2.03,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-29.xml.hg,6,4.33,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-30.xml.hg,7,133.67,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-31.xml.hg,6,16.42,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-32.xml.hg,6,32.22,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-33.xml.hg,6,8.26,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-34.xml.hg,5,3.49,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-35.xml.hg,6,2.94,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-36.xml.hg,6,16.98,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-37.xml.hg,6,10.08,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-38.xml.hg,6,27.12,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-39.xml.hg,5,1.59,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-40.xml.hg,5,7.68,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-41.xml.hg,6,5.02,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-42.xml.hg,6,2.36,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-43.xml.hg,5,17.95,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-44.xml.hg,6,1.76,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-45.xml.hg,5,2.43,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-46.xml.hg,6,2.39,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-47.xml.hg,6,30.84,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-48.xml.hg,6,145.0,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-49.xml.hg,5,1.28,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-50.xml.hg,6,10.33,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-51.xml.hg,6,173.14,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-52.xml.hg,6,45.35,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-53.xml.hg,6,1.53,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-54.xml.hg,6,20.48,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-55.xml.hg,6,6.71,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-56.xml.hg,6,10.45,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-57.xml.hg,6,9.0,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-58.xml.hg,5,1.99,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-59.xml.hg,6,11.2,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-60.xml.hg,6,60.37,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-61.xml.hg,6,28.22,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-62.xml.hg,5,3.83,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-63.xml.hg,6,8.32,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-64.xml.hg,6,195.0,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-65.xml.hg,6,95.35,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-66.xml.hg,6,6.5,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-67.xml.hg,5,3.95,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-68.xml.hg,6,167.51,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-69.xml.hg,6,13.73,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-70.xml.hg,6,3.47,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-71.xml.hg,6,8.31,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-72.xml.hg,6,55.89,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-73.xml.hg,6,24.97,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-74.xml.hg,6,16.66,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-75.xml.hg,6,9.39,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-76.xml.hg,6,24.61,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-77.xml.hg,5,5.87,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-78.xml.hg,6,124.64,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-79.xml.hg,6,8.09,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-80.xml.hg,5,2.63,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-81.xml.hg,5,3.46,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-82.xml.hg,6,9.14,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-83.xml.hg,6,46.52,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-84.xml.hg,6,41.89,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-85.xml.hg,5,2.24,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-86.xml.hg,6,37.11,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-87.xml.hg,6,11.12,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-88.xml.hg,6,11.81,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-89.xml.hg,6,45.85,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-90.xml.hg,6,47.15,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-91.xml.hg,6,10.45,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-92.xml.hg,6,8.82,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-93.xml.hg,6,1.91,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-94.xml.hg,5,8.03,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-95.xml.hg,5,3.02,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-96.xml.hg,7,62.58,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-97.xml.hg,5,8.79,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-98.xml.hg,5,2.37,TO,TO,TO,TO
hypergraphs_rand-2-40-180-84-090-99.xml.hg,6,1.58,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-07.xml.hg,5,1.27,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-08.xml.hg,5,2.09,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-09.xml.hg,5,0.37,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-10.xml.hg,5,1.42,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-11.xml.hg,5,0.46,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-12.xml.hg,5,1.8,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-13.xml.hg,5,0.58,TO,TO,TO,1512.43
hypergraphs_rand-25-10-21-85-14.xml.hg,5,0.46,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-15.xml.hg,5,0.61,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-16.xml.hg,5,0.53,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-17.xml.hg,5,0.82,674.74,TO,TO,TO
hypergraphs_rand-25-10-21-85-18.xml.hg,5,1.72,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-19.xml.hg,5,0.52,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-20.xml.hg,5,0.68,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-21.xml.hg,5,1.79,TO,TO,TO,2180.87
hypergraphs_rand-25-10-21-85-22.xml.hg,5,2.36,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-23.xml.hg,5,0.46,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-24.xml.hg,5,1.8,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-25.xml.hg,5,1.53,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-26.xml.hg,5,0.4,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-27.xml.hg,5,1.35,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-28.xml.hg,5,0.62,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-29.xml.hg,4,0.23,TO,TO,TO,1007.56
hypergraphs_rand-25-10-21-85-30.xml.hg,5,0.42,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-31.xml.hg,4,0.3,TO,TO,TO,1163.82
hypergraphs_rand-25-10-21-85-32.xml.hg,5,1.86,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-33.xml.hg,5,0.82,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-34.xml.hg,5,0.99,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-35.xml.hg,5,1.32,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-36.xml.hg,5,0.41,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-37.xml.hg,5,1.75,TO,TO,TO,2973.32
hypergraphs_rand-25-10-21-85-38.xml.hg,5,1.5,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-39.xml.hg,5,1.71,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-40.xml.hg,5,0.37,TO,TO,TO,2552.6
hypergraphs_rand-25-10-21-85-41.xml.hg,5,1.3,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-42.xml.hg,5,3.17,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-43.xml.hg,5,2.51,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-44.xml.hg,5,3.08,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-45.xml.hg,5,2.77,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-46.xml.hg,5,0.62,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-47.xml.hg,5,0.78,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-48.xml.hg,5,0.57,TO,TO,TO,TO
hypergraphs_rand-25-10-21-85-49.xml.hg,5,0.52,TO,TO,TO,1416.62
hypergraphs_rand-25-10-21-85-50.xml.hg,5,1.84,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-01.xml.hg,6,2.28,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-02.xml.hg,6,2.67,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-03.xml.hg,6,0.85,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-04.xml.hg,6,3.67,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-05.xml.hg,6,2.69,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-06.xml.hg,6,1.75,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-07.xml.hg,6,4.1,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-08.xml.hg,5,2.27,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-09.xml.hg,6,2.08,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-10.xml.hg,6,4.13,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-11.xml.hg,5,0.61,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-12.xml.hg,5,1.04,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-13.xml.hg,6,2.78,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-14.xml.hg,5,0.6,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-15.xml.hg,6,2.18,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-16.xml.hg,5,2.29,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-17.xml.hg,5,1.27,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-18.xml.hg,5,2.29,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-19.xml.hg,5,1.58,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-20.xml.hg,5,0.54,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-21.xml.hg,6,2.03,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-22.xml.hg,5,0.37,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-23.xml.hg,5,0.8,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-24.xml.hg,5,1.6,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-25.xml.hg,5,0.92,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-26.xml.hg,5,0.79,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-27.xml.hg,6,1.61,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-28.xml.hg,6,2.43,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-29.xml.hg,6,2.85,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-30.xml.hg,6,3.21,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-31.xml.hg,6,3.81,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-32.xml.hg,5,2.8200000000000003,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-33.xml.hg,6,2.49,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-34.xml.hg,6,1.11,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-35.xml.hg,6,2.43,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-36.xml.hg,6,2.9,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-37.xml.hg,5,0.72,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-38.xml.hg,6,1.92,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-39.xml.hg,6,1.86,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-40.xml.hg,5,3.61,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-41.xml.hg,5,1.28,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-42.xml.hg,6,2.27,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-43.xml.hg,6,2.94,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-44.xml.hg,6,1.71,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-45.xml.hg,6,1.6400000000000001,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-46.xml.hg,5,0.69,TO,TO,TO,TO
hypergraphs_rand-25-10-25-87-47.xml.hg,6,3.24,TO,TO,TO,TO
