instance,tw,triang_tw,tamaki,quickbb,p17
CFG_contiki_contiki_ircc_handle_input.gr,4,0.04,1.1800000000000002,0.07,0.06
CFG_contiki_contiki_ircc_ircc_actionmsg.gr,1,0.01,0.19,0.0,0.03
CFG_contiki_contiki_ircc_ircc_appcall.gr,2,0.02,0.24,0.03,0.02
CFG_contiki_contiki_ircc_ircc_connect.gr,2,0.01,0.21000000000000002,0.01,0.04
CFG_contiki_contiki_ircc_ircc_init.gr,1,0.01,0.17,0.0,0.03
CFG_contiki_contiki_ircc_ircc_join.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_ircc_ircc_list.gr,1,0.01,0.19,0.0,0.02
CFG_contiki_contiki_ircc_ircc_msg.gr,1,0.01,0.19,0.0,0.04
CFG_contiki_contiki_ircc_ircc_part.gr,1,0.01,0.21,0.0,0.03
CFG_contiki_contiki_ircc_ircc_quit.gr,1,0.01,0.19,0.0,0.03
CFG_contiki_contiki_ircc_join_channel.gr,3,0.01,0.36000000000000004,0.01,0.03
CFG_contiki_contiki_ircc_list_channel.gr,3,0.01,0.36,0.01,0.03
CFG_contiki_contiki_ircc_parse.gr,2,0.03,0.23,0.01,0.02
CFG_contiki_contiki_ircc_parse_command.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_ircc_parse_host.gr,1,0.02,0.25,0.0,0.02
CFG_contiki_contiki_ircc_parse_name.gr,1,0.02,0.2,0.0,0.03
CFG_contiki_contiki_ircc_parse_params.gr,2,0.01,0.19,0.0,0.02
CFG_contiki_contiki_ircc_parse_prefix.gr,2,0.01,0.21000000000000002,0.0,0.02
CFG_contiki_contiki_ircc_parse_user.gr,1,0.01,0.2,0.0,0.03
CFG_contiki_contiki_ircc_parse_whitespace.gr,2,0.01,0.18,0.0,0.02
CFG_contiki_contiki_ircc_parse_word.gr,2,0.03,0.18,0.0,0.02
CFG_contiki_contiki_ircc_part_channel.gr,3,0.01,0.37,0.01,0.02
CFG_contiki_contiki_ircc_send_actionmessage.gr,2,0.01,0.42,0.18,0.02
CFG_contiki_contiki_ircc_send_message.gr,2,0.01,0.4,0.15,0.02
CFG_contiki_contiki_ircc_setup_connection.gr,2,0.01,0.44,0.22,0.03
CFG_contiki_contiki_libconio_z80_adjust.gr,2,0.01,0.19,0.0,0.02
CFG_contiki_contiki_libconio_z80_ctk_arch_draw_char.gr,2,0.01,0.24,0.01,0.02
CFG_contiki_contiki_libconio_z80_scroll.gr,2,0.01,0.22999999999999998,0.02,0.03
CFG_contiki_contiki_list_list_add.gr,2,0.01,0.21000000000000002,0.0,0.02
CFG_contiki_contiki_list_list_chop.gr,2,0.03,0.25,0.02,0.03
CFG_contiki_contiki_list_list_copy.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_list_list_head.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_list_list_init.gr,1,0.01,0.15000000000000002,0.0,0.02
CFG_contiki_contiki_list_list_insert.gr,2,0.02,0.18,0.0,0.03
CFG_contiki_contiki_list_list_item_next.gr,2,0.01,0.19,0.0,0.02
CFG_contiki_contiki_list_list_length.gr,2,0.01,0.2,0.0,0.02
CFG_contiki_contiki_list_list_pop.gr,2,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_list_list_push.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_list_list_remove.gr,3,0.01,0.27,0.0,0.04
CFG_contiki_contiki_list_list_tail.gr,2,0.01,0.24,0.01,0.04
CFG_contiki_contiki_lpp_channel_check_interval.gr,1,0.01,0.18,0.01,0.04
CFG_contiki_contiki_lpp_detect_ack.gr,2,0.01,0.31,0.07,0.04
CFG_contiki_contiki_lpp_dutycycle.gr,5,0.03,0.52,0.04,0.04
CFG_contiki_contiki_lpp_init.gr,1,0.01,0.21000000000000002,0.01,0.04
CFG_contiki_contiki_lpp_input_packet.gr,3,0.03,0.6,0.02,0.03
CFG_contiki_contiki_lpp_listen_callback.gr,1,0.01,0.15,0.01,0.04
CFG_contiki_contiki_lpp_num_packets_to_send.gr,1,0.01,0.19,0.0,0.03
CFG_contiki_contiki_lpp_off.gr,2,0.01,0.2,0.0,0.02
CFG_contiki_contiki_lpp_on.gr,1,0.01,0.16999999999999998,0.01,0.02
CFG_contiki_contiki_lpp_register_encounter.gr,2,0.02,0.33,0.09,0.03
CFG_contiki_contiki_lpp_remove_encounter.gr,1,0.01,0.18,0.0,0.04
CFG_contiki_contiki_lpp_remove_queued_old_packet_callback.gr,1,0.01,0.16999999999999998,0.0,0.04
CFG_contiki_contiki_lpp_remove_queued_packet.gr,2,0.01,0.28,0.03,0.03
CFG_contiki_contiki_lpp_restart_dutycycle.gr,1,0.02,0.2,0.0,0.03
CFG_contiki_contiki_lpp_send_packet.gr,2,0.01,0.48,0.21,0.03
CFG_contiki_contiki_lpp_send_probe.gr,2,0.01,0.4,0.16,0.03
CFG_contiki_contiki_lpp_send_stream_probe.gr,1,0.01,0.19,0.0,0.02
CFG_contiki_contiki_lpp_stream_off.gr,1,0.01,0.16,0.01,0.03
CFG_contiki_contiki_lpp_turn_radio_off.gr,2,0.01,0.18,0.01,0.02
CFG_contiki_contiki_lpp_turn_radio_on.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_lpp_turn_radio_on_for_neighbor.gr,2,0.01,0.3,0.03,0.03
CFG_contiki_contiki_mac_mac_call_sent_callback.gr,2,0.02,0.21,0.01,0.03
CFG_contiki_contiki_memb_memb_alloc.gr,2,0.03,0.28,0.02,0.03
CFG_contiki_contiki_memb_memb_free.gr,2,0.03,0.26,0.03,0.02
CFG_contiki_contiki_memb_memb_init.gr,1,0.02,0.22,0.0,0.02
CFG_contiki_contiki_memb_memb_inmemb.gr,2,0.01,0.22,0.02,0.03
CFG_contiki_contiki_mesh_data_packet_forward.gr,2,0.01,0.25,0.02,0.03
CFG_contiki_contiki_mesh_data_packet_received.gr,2,0.01,0.16999999999999998,0.01,0.03
CFG_contiki_contiki_mesh_found_route.gr,2,0.01,0.27,0.04,0.02
CFG_contiki_contiki_mesh_mesh_close.gr,1,0.0,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_mesh_mesh_open.gr,1,0.01,0.22,0.0,0.03
CFG_contiki_contiki_mesh_mesh_send.gr,2,0.01,0.18,0.0,0.03
CFG_contiki_contiki_mesh_route_timed_out.gr,2,0.01,0.21000000000000002,0.0,0.02
CFG_contiki_contiki_mmem_mmem_alloc.gr,2,0.01,0.21000000000000002,0.01,0.03
CFG_contiki_contiki_mmem_mmem_free.gr,2,0.01,0.25,0.03,0.03
CFG_contiki_contiki_mmem_mmem_init.gr,1,0.01,0.16,0.0,0.02
CFG_contiki_contiki_mt-test_println.gr,2,0.01,0.26,0.01,0.02
CFG_contiki_contiki_mt-test_process_thread_mt_process.gr,0,0.01,0.16999999999999998,0.01,0.02
CFG_contiki_contiki_mt-test_thread_func.gr,2,0.03,0.18,0.0,0.03
CFG_contiki_contiki_mt-test_thread_main.gr,2,0.01,0.19,0.0,0.02
CFG_contiki_contiki_mt_mt_exec.gr,2,0.01,0.18,0.0,0.04
CFG_contiki_contiki_mt_mt_exit.gr,1,0.01,0.19,0.01,0.04
CFG_contiki_contiki_mt_mt_init.gr,1,0.01,0.16,0.0,0.03
CFG_contiki_contiki_mt_mt_remove.gr,1,0.0,0.19,0.0,0.04
CFG_contiki_contiki_mt_mt_start.gr,1,0.01,0.18,0.0,0.04
CFG_contiki_contiki_mt_mt_stop.gr,1,0.01,0.19,0.0,0.03
CFG_contiki_contiki_mt_mt_yield.gr,1,0.01,0.2,0.0,0.04
CFG_contiki_contiki_mtarch_mtarch_exec.gr,1,0.01,0.16999999999999998,0.01,0.02
CFG_contiki_contiki_mtarch_mtarch_init.gr,1,0.01,0.16,0.0,0.02
CFG_contiki_contiki_mtarch_mtarch_pstart.gr,1,0.01,0.16,0.0,0.03
CFG_contiki_contiki_mtarch_mtarch_pstop.gr,1,0.01,0.16,0.01,0.03
CFG_contiki_contiki_mtarch_mtarch_remove.gr,1,0.01,0.16,0.0,0.02
CFG_contiki_contiki_mtarch_mtarch_stack_usage.gr,2,0.02,0.21,0.01,0.02
CFG_contiki_contiki_mtarch_mtarch_start.gr,2,0.03,0.2,0.0,0.02
CFG_contiki_contiki_mtarch_mtarch_stop.gr,1,0.01,0.16,0.01,0.03
CFG_contiki_contiki_mtarch_mtarch_switch.gr,1,0.02,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_mtarch_mtarch_yield.gr,2,0.01,0.16,0.0,0.03
CFG_contiki_contiki_multihop_data_packet_received.gr,2,0.02,0.38,0.11,0.02
CFG_contiki_contiki_multihop_multihop_close.gr,1,0.01,0.16999999999999998,0.01,0.03
CFG_contiki_contiki_multihop_multihop_open.gr,1,0.01,0.19,0.0,0.03
CFG_contiki_contiki_multihop_multihop_resend.gr,1,0.01,0.16,0.0,0.02
CFG_contiki_contiki_multihop_multihop_send.gr,2,0.02,0.27,0.04,0.02
CFG_contiki_contiki_neighbor-discovery_adv_packet_received.gr,2,0.01,0.2,0.0,0.02
CFG_contiki_contiki_neighbor-discovery_adv_packet_sent.gr,1,0.01,0.17,0.0,0.03
CFG_contiki_contiki_neighbor-discovery_neighbor_discovery_close.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_neighbor-discovery_neighbor_discovery_open.gr,1,0.01,0.18,0.0,0.02
CFG_contiki_contiki_neighbor-discovery_send_adv.gr,2,0.01,0.22,0.01,0.03
CFG_contiki_contiki_neighbor-discovery_neighbor_discovery_set_val.gr,1,0.01,0.19,0.0,0.02
CFG_contiki_contiki_neighbor-discovery_neighbor_discovery_start.gr,1,0.01,0.15,0.01,0.02
CFG_contiki_contiki_neighbor-discovery_send_timer.gr,2,0.01,0.19,0.01,0.03
CFG_contiki_contiki_neighbor-discovery_set_timers.gr,1,0.03,0.24000000000000002,0.01,0.02
CFG_contiki_contiki_netfloo_dropped.gr,2,0.01,0.16,0.0,0.03
CFG_contiki_contiki_netfloo_netflood_cancel.gr,1,0.01,0.15000000000000002,0.0,0.03
CFG_contiki_contiki_netfloo_netflood_close.gr,1,0.01,0.19,0.0,0.03
CFG_contiki_contiki_netfloo_netflood_open.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_netfloo_netflood_send.gr,2,0.02,0.24,0.02,0.02
CFG_contiki_contiki_netfloo_recv_from_ipolite.gr,3,0.01,0.46,0.01,0.03
CFG_contiki_contiki_netfloo_send.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_netfloo_sent.gr,2,0.01,0.16,0.0,0.02
CFG_contiki_contiki_netstack_netstack_init.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_nullmac_channel_check_interval.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_nullmac_init.gr,1,0.01,0.16,0.0,0.03
CFG_contiki_contiki_nullmac_off.gr,1,0.01,0.19,0.0,0.04
CFG_contiki_contiki_nullmac_on.gr,1,0.01,0.16,0.0,0.04
CFG_contiki_contiki_nullmac_packet_input.gr,1,0.01,0.18,0.0,0.04
CFG_contiki_contiki_nullmac_send_packet.gr,1,0.01,0.16,0.0,0.04
CFG_contiki_contiki_nullradio_channel_clear.gr,1,0.01,0.16999999999999998,0.0,0.04
CFG_contiki_contiki_nullradio_init.gr,1,0.01,0.2,0.0,0.03
CFG_contiki_contiki_nullradio_off.gr,1,0.01,0.19,0.01,0.03
CFG_contiki_contiki_nullradio_on.gr,1,0.01,0.19,0.01,0.03
CFG_contiki_contiki_nullradio_pending_packet.gr,1,0.01,0.18,0.01,0.03
CFG_contiki_contiki_nullradio_prepare.gr,1,0.01,0.17,0.0,0.04
CFG_contiki_contiki_nullradio_read.gr,1,0.01,0.18,0.0,0.02
CFG_contiki_contiki_nullradio_receiving_packet.gr,1,0.01,0.19,0.0,0.04
CFG_contiki_contiki_nullradio_send.gr,1,0.01,0.18,0.0,0.02
CFG_contiki_contiki_nullradio_transmit.gr,1,0.01,0.15,0.0,0.03
CFG_contiki_contiki_nullrdc-noframer_channel_check_interval.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_nullrdc-noframer_init.gr,1,0.01,0.18,0.01,0.03
CFG_contiki_contiki_nullrdc-noframer_off.gr,2,0.01,0.18,0.0,0.03
CFG_contiki_contiki_nullrdc-noframer_on.gr,1,0.01,0.19,0.0,0.03
CFG_contiki_contiki_nullrdc-noframer_packet_input.gr,1,0.01,0.18,0.0,0.02
CFG_contiki_contiki_nullrdc-noframer_send_packet.gr,2,0.01,0.17,0.0,0.02
CFG_contiki_contiki_nullrdc_channel_check_interval.gr,1,0.01,0.14,0.0,0.02
CFG_contiki_contiki_nullrdc_init.gr,1,0.02,0.16,0.0,0.02
CFG_contiki_contiki_nullrdc_off.gr,2,0.01,0.21,0.0,0.03
CFG_contiki_contiki_nullrdc_on.gr,1,0.01,0.19,0.03,0.02
CFG_contiki_contiki_nullrdc_packet_input.gr,3,0.02,0.21,0.01,0.02
CFG_contiki_contiki_nullrdc_send_packet.gr,2,0.02,0.28,0.03,0.02
CFG_contiki_contiki_packetbuf_packetbuf_addr.gr,1,0.01,0.17,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_attr.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_attr_clear.gr,2,0.01,0.21000000000000002,0.02,0.02
CFG_contiki_contiki_packetbuf_packetbuf_attr_copyfrom.gr,1,0.01,0.18,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_attr_copyto.gr,1,0.01,0.18,0.0,0.03
CFG_contiki_contiki_packetbuf_packetbuf_clear.gr,1,0.01,0.19,0.01,0.03
CFG_contiki_contiki_packetbuf_packetbuf_clear_hdr.gr,1,0.01,0.16,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_compact.gr,2,0.02,0.25,0.03,0.02
CFG_contiki_contiki_packetbuf_packetbuf_copyfrom.gr,2,0.03,0.19,0.01,0.02
CFG_contiki_contiki_packetbuf_packetbuf_copyto.gr,2,0.01,0.24000000000000002,0.03,0.03
CFG_contiki_contiki_packetbuf_packetbuf_copyto_hdr.gr,1,0.02,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_datalen.gr,1,0.01,0.14,0.01,0.02
CFG_contiki_contiki_packetbuf_packetbuf_dataptr.gr,1,0.01,0.19,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_hdr_remove.gr,1,0.01,0.16,0.0,0.03
CFG_contiki_contiki_packetbuf_packetbuf_hdralloc.gr,2,0.01,0.22,0.01,0.02
CFG_contiki_contiki_packetbuf_packetbuf_hdrlen.gr,1,0.01,0.15,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_hdrptr.gr,1,0.01,0.19,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_hdrreduce.gr,2,0.01,0.16,0.0,0.03
CFG_contiki_contiki_packetbuf_packetbuf_is_reference.gr,1,0.01,0.19,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_reference.gr,1,0.01,0.19,0.0,0.04
CFG_contiki_contiki_packetbuf_packetbuf_reference_ptr.gr,1,0.01,0.15000000000000002,0.0,0.04
CFG_contiki_contiki_packetbuf_packetbuf_set_addr.gr,1,0.01,0.19,0.0,0.04
CFG_contiki_contiki_packetbuf_packetbuf_set_attr.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_packetbuf_packetbuf_set_datalen.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_packetbuf_packetbuf_totlen.gr,1,0.02,0.15,0.0,0.03
CFG_contiki_contiki_packetqueue_packetqueue_dequeue.gr,2,0.01,0.22000000000000003,0.04,0.04
CFG_contiki_contiki_packetqueue_packetqueue_enqueue_packetbuf.gr,2,0.02,0.29,0.04,0.02
CFG_contiki_contiki_packetqueue_packetqueue_first.gr,1,0.02,0.19,0.0,0.04
CFG_contiki_contiki_packetqueue_packetqueue_init.gr,1,0.03,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_packetqueue_packetqueue_len.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_packetqueue_packetqueue_ptr.gr,2,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_packetqueue_packetqueue_queuebuf.gr,2,0.01,0.2,0.0,0.04
CFG_contiki_contiki_packetqueue_remove_queued_packet.gr,1,0.01,0.22,0.0,0.03
CFG_contiki_contiki_phase_find_neighbor.gr,2,0.03,0.25,0.04,0.02
CFG_contiki_contiki_phase_phase_init.gr,1,0.03,0.21000000000000002,0.01,0.03
CFG_contiki_contiki_phase_phase_remove.gr,2,0.02,0.24000000000000002,0.01,0.03
CFG_contiki_contiki_phase_phase_update.gr,3,0.02,0.38,0.01,0.03
CFG_contiki_contiki_phase_phase_wait.gr,3,0.01,0.33,0.0,0.02
CFG_contiki_contiki_phase_send_packet.gr,1,0.01,0.18,0.0,0.02
CFG_contiki_contiki_polite-announcement_adv_packet_received.gr,2,0.01,0.32,0.03,0.03
CFG_contiki_contiki_polite-announcement_new_announcement.gr,2,0.04,0.18,0.0,0.02
CFG_contiki_contiki_polite-announcement_polite_announcement_init.gr,1,0.01,0.21000000000000002,0.0,0.03
CFG_contiki_contiki_polite-announcement_polite_announcement_stop.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_polite-announcement_send_adv.gr,2,0.02,0.3,0.06,0.02
CFG_contiki_contiki_polite-announcement_send_timer.gr,2,0.02,0.19,0.0,0.03
CFG_contiki_contiki_polite_polite_cancel.gr,2,0.01,0.2,0.0,0.03
CFG_contiki_contiki_polite_polite_close.gr,2,0.01,0.2,0.0,0.02
CFG_contiki_contiki_polite_polite_open.gr,1,0.01,0.2,0.0,0.03
CFG_contiki_contiki_polite_polite_send.gr,2,0.01,0.25,0.02,0.02
CFG_contiki_contiki_polite_recv.gr,2,0.01,0.31,0.07,0.03
CFG_contiki_contiki_polite_send.gr,2,0.01,0.2,0.01,0.03
CFG_contiki_contiki_polite_sent.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_powertrace_add_packet_stats.gr,2,0.01,0.31,0.07,0.03
CFG_contiki_contiki_powertrace_add_stats.gr,2,0.02,0.29000000000000004,0.04,0.02
CFG_contiki_contiki_powertrace_input_printsniffer.gr,0,0.01,0.14,0.01,0.02
CFG_contiki_contiki_powertrace_input_sniffer.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_powertrace_output_printsniffer.gr,0,0.02,0.15000000000000002,0.01,0.02
CFG_contiki_contiki_powertrace_output_sniffer.gr,1,0.01,0.14,0.0,0.03
CFG_contiki_contiki_powertrace_powertrace_print.gr,2,0.02,0.97,0.79,0.03
CFG_contiki_contiki_powertrace_powertrace_printsniff.gr,2,0.01,0.24000000000000002,0.01,0.02
CFG_contiki_contiki_powertrace_powertrace_sniff.gr,2,0.01,0.21,0.01,0.02
CFG_contiki_contiki_powertrace_powertrace_start.gr,1,0.01,0.16,0.0,0.03
CFG_contiki_contiki_powertrace_powertrace_stop.gr,1,0.0,0.16,0.01,0.02
CFG_contiki_contiki_powertrace_process_thread_powertrace_process.gr,3,0.01,0.28,0.0,0.02
CFG_contiki_contiki_powertrace_sniffprint.gr,1,0.01,0.22,0.01,0.04
CFG_contiki_contiki_print-stats_print_stats.gr,1,0.01,0.27,0.01,0.04
CFG_contiki_contiki_process-list_killproc.gr,3,0.02,0.42,0.01,0.04
CFG_contiki_contiki_process-list_process_thread_processes_process.gr,3,0.02,0.4,0.01,0.03
CFG_contiki_contiki_process-list_processes_quit.gr,1,0.01,0.16,0.0,0.04
CFG_contiki_contiki_process-list_update_processwindow.gr,2,0.01,0.53,0.28,0.03
CFG_contiki_contiki_process_call_process.gr,3,0.01,0.29000000000000004,0.0,0.02
CFG_contiki_contiki_process_do_event.gr,2,0.01,0.25,0.05,0.03
CFG_contiki_contiki_process_do_poll.gr,2,0.03,0.21000000000000002,0.01,0.03
CFG_contiki_contiki_process_exit_process.gr,3,0.02,0.34,0.0,0.03
CFG_contiki_contiki_process_process_alloc_event.gr,1,0.01,0.15000000000000002,0.0,0.02
CFG_contiki_contiki_process_process_exit.gr,1,0.02,0.15,0.0,0.02
CFG_contiki_contiki_process_process_init.gr,1,0.02,0.19,0.0,0.04
CFG_contiki_contiki_process_process_is_running.gr,1,0.01,0.16,0.0,0.03
CFG_contiki_contiki_process_process_nevents.gr,1,0.01,0.19,0.0,0.02
CFG_contiki_contiki_process_process_poll.gr,3,0.01,0.19,0.0,0.03
CFG_contiki_contiki_process_process_post.gr,2,0.02,0.23,0.01,0.03
CFG_contiki_contiki_process_process_post_synch.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_process_process_run.gr,2,0.02,0.18,0.0,0.02
CFG_contiki_contiki_process_process_start.gr,2,0.02,0.22,0.02,0.02
CFG_contiki_contiki_procinit_procinit_init.gr,2,0.01,0.21000000000000002,0.01,0.03
CFG_contiki_contiki_profile_find_aggregate.gr,2,0.01,0.26,0.04,0.02
CFG_contiki_contiki_profile_profile_aggregate_compute_detailed.gr,2,0.01,0.32,0.09,0.03
CFG_contiki_contiki_profile_profile_aggregate_print_detailed.gr,2,0.01,0.28,0.02,0.02
CFG_contiki_contiki_profile_profile_episode_end.gr,2,0.01,0.27,0.03,0.03
CFG_contiki_contiki_profile_profile_episode_start.gr,2,0.02,0.21000000000000002,0.0,0.02
CFG_contiki_contiki_profile_profile_init.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_program-handler_process_thread_program_handler_process.gr,3,0.01,0.37,0.01,0.02
CFG_contiki_contiki_program-handler_program_handler_add.gr,2,0.01,0.19,0.01,0.03
CFG_contiki_contiki_program-handler_program_handler_load.gr,1,0.01,0.15,0.0,0.02
CFG_contiki_contiki_psock_buf_bufdata.gr,2,0.01,0.38,0.12,0.03
CFG_contiki_contiki_psock_buf_bufto.gr,3,0.01,0.34,0.01,0.03
CFG_contiki_contiki_psock_buf_setup.gr,1,0.01,0.19,0.0,0.03
CFG_contiki_contiki_psock_data_is_sent_and_acked.gr,3,0.03,0.3,0.0,0.03
CFG_contiki_contiki_psock_psock_datalen.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_psock_psock_generator_send.gr,4,0.01,0.41,0.01,0.03
CFG_contiki_contiki_psock_psock_init.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_psock_psock_newdata.gr,2,0.01,0.2,0.01,0.03
CFG_contiki_contiki_psock_psock_readbuf_len.gr,4,0.03,0.38,0.02,0.04
CFG_contiki_contiki_psock_psock_readto.gr,3,0.03,0.30000000000000004,0.0,0.03
CFG_contiki_contiki_psock_psock_send.gr,4,0.01,0.28,0.01,0.05
CFG_contiki_contiki_queuebuf_queuebuf_addr.gr,1,0.01,0.19,0.01,0.03
CFG_contiki_contiki_queuebuf_queuebuf_attr.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_queuebuf_queuebuf_datalen.gr,1,0.01,0.16,0.01,0.03
CFG_contiki_contiki_queuebuf_queuebuf_dataptr.gr,2,0.01,0.24,0.02,0.03
CFG_contiki_contiki_queuebuf_queuebuf_debug_print.gr,1,0.01,0.19,0.0,0.04
CFG_contiki_contiki_queuebuf_queuebuf_free.gr,2,0.01,0.25,0.01,0.04
CFG_contiki_contiki_queuebuf_queuebuf_init.gr,1,0.01,0.2,0.0,0.03
CFG_contiki_contiki_queuebuf_queuebuf_new_from_packetbuf.gr,2,0.02,0.31,0.06,0.04
CFG_contiki_contiki_queuebuf_queuebuf_to_packetbuf.gr,2,0.02,0.30000000000000004,0.07,0.02
CFG_contiki_contiki_queuebuf_queuebuf_update_attr_from_packetbuf.gr,1,0.01,0.19,0.0,0.04
CFG_contiki_contiki_random_random_init.gr,1,0.01,0.16,0.0,0.02
CFG_contiki_contiki_random_random_rand.gr,1,0.02,0.14,0.0,0.03
CFG_contiki_contiki_rime_init.gr,1,0.01,0.15000000000000002,0.0,0.02
CFG_contiki_contiki_rime_input.gr,2,0.03,0.22,0.01,0.02
CFG_contiki_contiki_rime_packet_sent.gr,2,0.02,0.21,0.02,0.02
CFG_contiki_contiki_rime_rime_output.gr,2,0.02,0.2,0.01,0.03
CFG_contiki_contiki_rime_rime_sniffer_add.gr,1,0.01,0.19,0.0,0.04
CFG_contiki_contiki_rime_rime_sniffer_remove.gr,1,0.01,0.2,0.0,0.02
CFG_contiki_contiki_rimeaddr_rimeaddr_cmp.gr,2,0.02,0.24,0.01,0.03
CFG_contiki_contiki_rimeaddr_rimeaddr_copy.gr,2,0.02,0.19,0.0,0.02
CFG_contiki_contiki_rimeaddr_rimeaddr_set_node_addr.gr,1,0.01,0.16,0.01,0.03
CFG_contiki_contiki_ringbuf_ringbuf_elements.gr,1,0.01,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_ringbuf_ringbuf_get.gr,2,0.01,0.19,0.01,0.03
CFG_contiki_contiki_ringbuf_ringbuf_init.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_ringbuf_ringbuf_put.gr,2,0.01,0.25,0.01,0.02
CFG_contiki_contiki_ringbuf_ringbuf_size.gr,1,0.01,0.16,0.0,0.02
CFG_contiki_contiki_rmh_received.gr,2,0.01,0.27,0.04,0.03
CFG_contiki_contiki_rmh_rmh_close.gr,1,0.01,0.16,0.0,0.02
CFG_contiki_contiki_rmh_rmh_open.gr,1,0.03,0.2,0.01,0.02
CFG_contiki_contiki_rmh_rmh_send.gr,2,0.03,0.3,0.05,0.03
CFG_contiki_contiki_rmh_sent.gr,1,0.01,0.16,0.0,0.03
CFG_contiki_contiki_rmh_timedout.gr,1,0.01,0.16,0.0,0.02
CFG_contiki_contiki_route-discovery_insert_route.gr,1,0.01,0.16999999999999998,0.0,0.02
CFG_contiki_contiki_route-discovery_route_discovery_close.gr,1,0.02,0.21000000000000002,0.0,0.02
CFG_contiki_contiki_route-discovery_route_discovery_discover.gr,2,0.01,0.2,0.01,0.03
CFG_contiki_contiki_route-discovery_route_discovery_open.gr,1,0.01,0.18,0.0,0.02
CFG_contiki_contiki_route-discovery_rrep_packet_received.gr,2,0.02,0.31,0.06,0.03
CFG_contiki_contiki_route-discovery_rreq_packet_received.gr,2,0.01,0.3,0.05,0.03
CFG_contiki_contiki_route-discovery_send_rrep.gr,2,0.01,0.22000000000000003,0.0,0.03
CFG_contiki_contiki_route-discovery_send_rreq.gr,1,0.02,0.25,0.0,0.02
CFG_contiki_contiki_route-discovery_timeout_handler.gr,2,0.02,0.2,0.01,0.03
CFG_contiki_contiki_route_periodic.gr,2,0.01,0.24,0.02,0.02
CFG_contiki_contiki_route_route_add.gr,2,0.01,0.27,0.02,0.03
CFG_contiki_contiki_route_route_decay.gr,2,0.02,0.18,0.01,0.02
CFG_contiki_contiki_route_route_flush_all.gr,2,0.03,0.19,0.01,0.02
CFG_contiki_contiki_route_route_get.gr,2,0.03,0.22000000000000003,0.01,0.02
CFG_contiki_contiki_route_route_init.gr,1,0.02,0.16999999999999998,0.0,0.03
CFG_contiki_contiki_route_route_lookup.gr,2,0.01,0.23,0.01,0.03
CFG_contiki_contiki_route_route_num.gr,2,0.02,0.18,0.01,0.02
CFG_contiki_contiki_route_route_refresh.gr,2,0.01,0.16999999999999998,0.0,0.04
CFG_contiki_contiki_route_route_remove.gr,1,0.01,0.18,0.0,0.02
CFG_contiki_contiki_route_route_set_lifetime.gr,1,0.01,0.16,0.0,0.03
CFG_contiki_contiki_rs232_process_thread_rs232_process.gr,3,0.01,0.27,0.01,0.04
