instance,fhtw,n,kn,time,phase,minseps,pmcs
hypergraphs_Kakuro-easy-087-ext.xml.hg,-1,148,88,TO,3,56613132,680
hypergraphs_Kakuro-easy-088-ext.xml.hg,-1,153,59,TO,4,927125,24841476
hypergraphs_Kakuro-easy-089-ext.xml.hg,-1,142,142,MO,3,66693564,0
hypergraphs_Kakuro-easy-091-ext.xml.hg,3.000,157,22,1.37,5,1595,9976
hypergraphs_Kakuro-easy-093-ext.xml.hg,3.000,150,38,37.22,5,16326,292418
hypergraphs_Kakuro-easy-094-ext.xml.hg,-1,157,149,TO,2,379480031,8
hypergraphs_Kakuro-easy-096-ext.xml.hg,3.000,151,53,800.31,5,209937,5115500
hypergraphs_Kakuro-easy-097-ext.xml.hg,-1,154,154,MO,2,336072969,0
hypergraphs_Kakuro-easy-098-ext.xml.hg,3.000,157,49,163.8,5,49657,1097424
hypergraphs_Kakuro-easy-099-ext.xml.hg,-1,159,109,TO,2,353604654,11864
hypergraphs_Kakuro-easy-103-ext.xml.hg,-1,162,162,MO,2,359336957,0
hypergraphs_Kakuro-easy-104-ext.xml.hg,-1,148,148,MO,2,325330389,0
hypergraphs_Kakuro-easy-106-ext.xml.hg,-1,150,150,TO,2,474715102,0
hypergraphs_Kakuro-easy-109-ext.xml.hg,-1,180,180,TO,2,441373100,0
hypergraphs_Kakuro-easy-112-ext.xml.hg,-1,162,150,MO,2,325321884,24
hypergraphs_Kakuro-easy-113-ext.xml.hg,-1,153,153,MO,2,336082347,0
hypergraphs_Kakuro-easy-114-ext.xml.hg,-1,168,168,MO,2,369829022,0
hypergraphs_Kakuro-easy-115-ext.xml.hg,-1,176,176,MO,2,379555676,0
hypergraphs_Kakuro-easy-117-ext.xml.hg,-1,158,158,MO,2,359319856,0
hypergraphs_Kakuro-easy-118-ext.xml.hg,-1,154,154,MO,2,336088164,0
hypergraphs_Kakuro-easy-120-ext.xml.hg,-1,164,164,MO,2,359336017,0
hypergraphs_Kakuro-easy-121-ext.xml.hg,-1,156,156,MO,2,339005477,0
hypergraphs_Kakuro-easy-122-ext.xml.hg,-1,160,160,MO,2,359327622,0
hypergraphs_Kakuro-easy-123-ext.xml.hg,-1,154,138,TO,2,405796321,64
hypergraphs_Kakuro-easy-124-ext.xml.hg,-1,157,157,TO,2,478212678,0
hypergraphs_Kakuro-easy-125-ext.xml.hg,-1,164,164,TO,2,387997884,0
hypergraphs_Kakuro-easy-126-ext.xml.hg,-1,170,170,MO,2,369811574,0
hypergraphs_Kakuro-easy-127-ext.xml.hg,-1,172,172,TO,2,464203194,0
hypergraphs_Kakuro-easy-128-ext.xml.hg,-1,164,164,MO,2,359337000,0
hypergraphs_Kakuro-easy-129-ext.xml.hg,-1,169,147,MO,2,325327862,176
hypergraphs_Kakuro-easy-130-ext.xml.hg,-1,157,157,MO,2,339016903,0
hypergraphs_Kakuro-easy-131-ext.xml.hg,-1,180,180,MO,2,389076521,0
hypergraphs_Kakuro-easy-132-ext.xml.hg,-1,172,172,MO,2,369825531,0
hypergraphs_Kakuro-easy-133-ext.xml.hg,-1,164,164,TO,2,426065905,0
hypergraphs_Kakuro-easy-134-ext.xml.hg,-1,156,156,TO,2,274104491,0
hypergraphs_Kakuro-easy-135-ext.xml.hg,-1,157,149,TO,2,430453235,8
hypergraphs_Kakuro-easy-136-ext.xml.hg,-1,168,168,MO,2,369825307,0
hypergraphs_Kakuro-easy-138-ext.xml.hg,-1,176,176,MO,2,379558962,0
hypergraphs_Kakuro-easy-139-ext.xml.hg,-1,164,164,MO,2,359291230,0
hypergraphs_Kakuro-easy-142-ext.xml.hg,-1,156,156,MO,2,338992798,0
hypergraphs_Kakuro-easy-146-ext.xml.hg,-1,165,165,MO,2,359325922,0
hypergraphs_Kakuro-easy-148-ext.xml.hg,-1,168,168,MO,2,369798584,0
hypergraphs_Kakuro-easy-149-ext.xml.hg,-1,164,164,MO,2,359324653,0
hypergraphs_Kakuro-easy-150-ext.xml.hg,-1,165,165,MO,2,359318234,0
hypergraphs_Kakuro-easy-151-ext.xml.hg,-1,177,177,TO,2,527186267,0
hypergraphs_Kakuro-easy-152-ext.xml.hg,-1,177,177,TO,2,524457821,0
hypergraphs_Kakuro-easy-153-ext.xml.hg,-1,175,163,MO,2,359313464,24
hypergraphs_Kakuro-easy-154-ext.xml.hg,-1,154,142,TO,2,342099182,24
hypergraphs_Kakuro-easy-155-ext.xml.hg,-1,153,153,TO,2,467297741,0
hypergraphs_Kakuro-easy-156-ext.xml.hg,-1,158,158,MO,2,359336120,0
hypergraphs_Kakuro-easy-157-ext.xml.hg,-1,156,156,MO,2,339024321,0
hypergraphs_Kakuro-easy-161-ext.xml.hg,-1,165,165,MO,2,541156945,0
hypergraphs_Kakuro-easy-162-ext.xml.hg,-1,165,165,MO,2,359320173,0
hypergraphs_Kakuro-easy-163-ext.xml.hg,-1,172,172,MO,2,369814205,0
hypergraphs_Kakuro-easy-164-ext.xml.hg,-1,168,168,TO,2,388768755,0
hypergraphs_Kakuro-easy-165-ext.xml.hg,-1,167,167,MO,2,359322357,0
hypergraphs_Kakuro-hard-000-ext.xml.hg,3.000,18,18,0.18,5,162,904
hypergraphs_Kakuro-hard-001-ext.xml.hg,3.000,36,36,0.45,5,338,3068
hypergraphs_Kakuro-hard-002-ext.xml.hg,2.000,71,12,0.18,5,127,404
hypergraphs_Kakuro-hard-003-ext.xml.hg,3.000,73,15,0.24,5,251,1096
hypergraphs_Kakuro-hard-004-ext.xml.hg,3.000,76,64,65.19,5,14972,510704
hypergraphs_Kakuro-hard-005-ext.xml.hg,4.000,72,64,1851.79,5,334708,13751352
hypergraphs_Kakuro-hard-006-ext.xml.hg,4.000,80,68,74.66,5,15582,601136
hypergraphs_Kakuro-hard-007-ext.xml.hg,3.000,86,86,941.12,5,124412,7200671
hypergraphs_Kakuro-hard-008-ext.xml.hg,4.000,79,65,75.36,5,18270,570524
hypergraphs_Kakuro-hard-009-ext.xml.hg,3.000,78,70,146.79000000000002,5,30606,1126020
hypergraphs_Kakuro-hard-010-ext.xml.hg,3.000,83,67,99.71,5,26814,823907
hypergraphs_Kakuro-hard-011-ext.xml.hg,4.000,80,60,529.53,5,107762,3963994
hypergraphs_Kakuro-hard-012-ext.xml.hg,3.000,81,81,597.8000000000001,5,88684,4444331
hypergraphs_Kakuro-hard-013-ext.xml.hg,3.000,87,87,935.75,5,121772,6842619
hypergraphs_Kakuro-hard-014-ext.xml.hg,3.000,74,74,303.36,5,42240,2329520
hypergraphs_Kakuro-hard-015-ext.xml.hg,4.000,82,82,2138.98,5,253756,15196240
hypergraphs_Kakuro-hard-016-ext.xml.hg,3.000,86,86,323.28999999999996,5,41676,2402704
hypergraphs_Kakuro-hard-017-ext.xml.hg,3.000,89,89,2088.5,5,223532,14814699
hypergraphs_Kakuro-hard-018-ext.xml.hg,3.000,82,82,6.61,5,2358,54080
hypergraphs_Kakuro-hard-019-ext.xml.hg,4.000,86,78,1861.79,5,274472,13291652
hypergraphs_Kakuro-hard-020-ext.xml.hg,4.000,81,73,814.27,5,110603,5568424
hypergraphs_Kakuro-hard-021-ext.xml.hg,-1,86,86,TO,4,579876,26232192
hypergraphs_Kakuro-hard-022-ext.xml.hg,3.000,84,84,900.09,5,92294,6612048
hypergraphs_Kakuro-hard-023-ext.xml.hg,4.000,81,55,12.43,5,4941,108232
hypergraphs_Kakuro-hard-024-ext.xml.hg,3.000,84,56,17.98,5,5954,140956
hypergraphs_Kakuro-hard-025-ext.xml.hg,-1,83,75,TO,4,488785,23079748
hypergraphs_Kakuro-hard-026-ext.xml.hg,-1,80,80,TO,4,725362,51179544
hypergraphs_Kakuro-hard-027-ext.xml.hg,4.000,88,50,40.39,5,11752,316700
hypergraphs_Kakuro-hard-028-ext.xml.hg,-1,88,72,TO,4,3966984,189374704
hypergraphs_Kakuro-hard-029-ext.xml.hg,3.000,80,58,56.24,5,16692,424884
hypergraphs_Kakuro-hard-030-ext.xml.hg,4.000,81,73,209.99,5,33157,1496672
hypergraphs_Kakuro-hard-031-ext.xml.hg,4.000,76,76,264.01,5,31566,1948556
hypergraphs_Kakuro-hard-032-ext.xml.hg,3.000,85,85,564.79,5,80684,4408547
hypergraphs_Kakuro-hard-033-ext.xml.hg,4.000,80,80,1602.2,5,212534,11341104
hypergraphs_Kakuro-hard-034-ext.xml.hg,3.000,88,64,102.82,5,20916,811872
hypergraphs_Kakuro-hard-035-ext.xml.hg,3.000,83,71,524.47,5,98276,3838335
hypergraphs_Kakuro-hard-036-ext.xml.hg,3.000,82,82,26.150000000000002,5,6112,205552
hypergraphs_Kakuro-hard-037-ext.xml.hg,-1,86,86,TO,4,1261084,94100512
hypergraphs_Kakuro-hard-038-ext.xml.hg,-1,90,70,TO,4,3465348,129885348
hypergraphs_Kakuro-hard-039-ext.xml.hg,-1,89,89,TO,3,13234055,0
hypergraphs_Kakuro-hard-040-ext.xml.hg,4.000,86,60,229.53,5,55330,1840740
hypergraphs_Kakuro-hard-041-ext.xml.hg,-1,84,84,TO,3,7891630,0
hypergraphs_Kakuro-hard-042-ext.xml.hg,4.000,84,84,1424.58,5,186846,9658200
hypergraphs_Kakuro-hard-043-ext.xml.hg,-1,83,83,TO,4,550289,26780284
hypergraphs_Kakuro-hard-044-ext.xml.hg,4.000,82,66,780.76,5,126154,5557492
hypergraphs_Kakuro-hard-045-ext.xml.hg,-1,84,84,TO,3,42850674,0
hypergraphs_Kakuro-hard-046-ext.xml.hg,4.000,82,82,1928.66,5,219266,13329004
hypergraphs_Kakuro-hard-047-ext.xml.hg,-1,86,86,TO,4,1559238,91726212
hypergraphs_Kakuro-hard-048-ext.xml.hg,4.000,84,84,565.2,5,78767,4499324
hypergraphs_Kakuro-hard-049-ext.xml.hg,-1,108,94,TO,3,14656412,40
hypergraphs_Kakuro-hard-050-ext.xml.hg,-1,110,110,TO,4,389628,61820730
hypergraphs_Kakuro-hard-051-ext.xml.hg,-1,105,105,TO,2,397161474,0
hypergraphs_Kakuro-hard-052-ext.xml.hg,-1,103,103,TO,3,24281583,0
hypergraphs_Kakuro-hard-053-ext.xml.hg,-1,106,106,TO,3,17103485,0
hypergraphs_Kakuro-hard-054-ext.xml.hg,4.000,104,104,3280.46,5,305396,21970244
hypergraphs_Kakuro-hard-055-ext.xml.hg,-1,103,95,TO,3,45047598,8
hypergraphs_Kakuro-hard-056-ext.xml.hg,3.000,100,100,2297.52,5,202492,16416524
hypergraphs_Kakuro-hard-057-ext.xml.hg,-1,99,81,TO,4,1316573,106519208
hypergraphs_Kakuro-hard-058-ext.xml.hg,3.000,121,21,0.55,5,645,3644
hypergraphs_Kakuro-hard-059-ext.xml.hg,3.000,122,86,1652.3500000000001,5,123980,10959272
hypergraphs_Kakuro-hard-060-ext.xml.hg,-1,120,92,TO,4,1370060,115580376
hypergraphs_Kakuro-hard-061-ext.xml.hg,-1,148,148,TO,4,284772,32311488
hypergraphs_Kakuro-hard-062-ext.xml.hg,-1,144,108,TO,4,545800,37736116
hypergraphs_Kakuro-hard-064-ext.xml.hg,-1,150,106,TO,4,456052,41953720
hypergraphs_Kakuro-hard-065-ext.xml.hg,-1,144,144,TO,4,2074420,325217640
hypergraphs_Kakuro-hard-068-ext.xml.hg,-1,148,108,TO,4,554556,51498144
hypergraphs_Kakuro-hard-069-ext.xml.hg,-1,148,124,TO,2,255448781,48
hypergraphs_Kakuro-hard-070-ext.xml.hg,3.000,155,34,11.0,5,6473,86176
hypergraphs_Kakuro-hard-071-ext.xml.hg,-1,152,100,TO,4,2625758,239954148
hypergraphs_Kakuro-hard-072-ext.xml.hg,-1,152,88,TO,4,545654,35515340
hypergraphs_Kakuro-hard-073-ext.xml.hg,-1,148,148,MO,3,8884708,0
hypergraphs_Kakuro-hard-074-ext.xml.hg,-1,150,126,TO,3,9730722,48
hypergraphs_Kakuro-hard-075-ext.xml.hg,3.000,142,110,2252.19,5,269864,14443684
hypergraphs_Kakuro-hard-078-ext.xml.hg,4.000,148,80,1119.06,5,168994,8295604
hypergraphs_Kakuro-hard-083-ext.xml.hg,-1,153,145,TO,2,294138406,8
hypergraphs_Kakuro-hard-084-ext.xml.hg,-1,156,104,TO,3,55075277,4328
hypergraphs_Kakuro-hard-086-ext.xml.hg,-1,150,150,TO,4,1406950,219601532
hypergraphs_Kakuro-hard-087-ext.xml.hg,-1,148,88,TO,3,56613132,680
hypergraphs_Kakuro-hard-088-ext.xml.hg,-1,153,59,TO,4,927125,24841476
hypergraphs_Kakuro-hard-090-ext.xml.hg,3.000,157,22,1.5,5,1593,9976
hypergraphs_Kakuro-hard-092-ext.xml.hg,3.000,150,38,39.04,5,16326,292418
hypergraphs_Kakuro-hard-093-ext.xml.hg,-1,153,103,TO,4,2672251,143493888
hypergraphs_Kakuro-hard-094-ext.xml.hg,-1,157,149,MO,2,325324790,8
hypergraphs_Kakuro-hard-096-ext.xml.hg,3.000,151,53,764.81,5,209937,5115500
hypergraphs_Kakuro-hard-097-ext.xml.hg,-1,154,154,MO,2,336090339,0
hypergraphs_Kakuro-hard-098-ext.xml.hg,3.000,157,49,161.26,5,49659,1097424
hypergraphs_Kakuro-hard-099-ext.xml.hg,-1,159,109,TO,2,317664191,11864
hypergraphs_Kakuro-hard-103-ext.xml.hg,-1,162,162,TO,2,450305739,0
hypergraphs_Kakuro-hard-104-ext.xml.hg,-1,148,148,MO,2,325325371,0
hypergraphs_Kakuro-hard-106-ext.xml.hg,-1,150,150,MO,2,325336117,0
hypergraphs_Kakuro-hard-109-ext.xml.hg,-1,180,180,TO,2,441095509,0
hypergraphs_Kakuro-hard-112-ext.xml.hg,-1,162,150,TO,2,465004178,24
hypergraphs_Kakuro-hard-113-ext.xml.hg,-1,153,153,MO,2,336076855,0
hypergraphs_Kakuro-hard-114-ext.xml.hg,-1,168,168,MO,2,369831309,0
hypergraphs_Kakuro-hard-115-ext.xml.hg,-1,166,166,MO,2,359334473,0
hypergraphs_Kakuro-hard-116-ext.xml.hg,-1,176,176,TO,2,457911895,0
hypergraphs_Kakuro-hard-118-ext.xml.hg,-1,158,158,TO,2,405559548,0
hypergraphs_Kakuro-hard-119-ext.xml.hg,-1,154,154,TO,2,294321255,0
hypergraphs_Kakuro-hard-121-ext.xml.hg,-1,164,164,MO,2,359326554,0
hypergraphs_Kakuro-hard-122-ext.xml.hg,-1,156,156,TO,2,440796134,0
hypergraphs_Kakuro-hard-123-ext.xml.hg,-1,160,160,MO,2,359336886,0
hypergraphs_Kakuro-hard-124-ext.xml.hg,-1,154,138,TO,2,367240417,64
hypergraphs_Kakuro-hard-125-ext.xml.hg,-1,157,157,MO,2,339012362,0
hypergraphs_Kakuro-hard-126-ext.xml.hg,-1,164,164,TO,2,359908241,0
hypergraphs_Kakuro-hard-127-ext.xml.hg,-1,170,170,MO,2,369818416,0
hypergraphs_Kakuro-hard-128-ext.xml.hg,-1,172,172,MO,2,369822328,0
hypergraphs_Kakuro-hard-129-ext.xml.hg,-1,164,164,MO,2,359329332,0
hypergraphs_Kakuro-hard-130-ext.xml.hg,-1,169,147,TO,2,385830785,176
hypergraphs_Kakuro-hard-131-ext.xml.hg,-1,157,157,MO,2,339014864,0
hypergraphs_Kakuro-hard-132-ext.xml.hg,-1,180,180,MO,2,389095740,0
hypergraphs_Kakuro-hard-133-ext.xml.hg,-1,172,172,TO,2,519982492,0
hypergraphs_Kakuro-hard-134-ext.xml.hg,-1,164,164,MO,2,359328088,0
hypergraphs_Kakuro-hard-135-ext.xml.hg,-1,156,156,TO,2,269216193,0
hypergraphs_Kakuro-hard-136-ext.xml.hg,-1,157,149,TO,2,446572919,8
hypergraphs_Kakuro-hard-137-ext.xml.hg,-1,181,181,MO,2,536833334,0
hypergraphs_Kakuro-hard-138-ext.xml.hg,-1,168,168,MO,2,369834104,0
hypergraphs_Kakuro-hard-140-ext.xml.hg,-1,176,176,MO,2,379575102,0
hypergraphs_Kakuro-hard-141-ext.xml.hg,-1,164,164,MO,2,536851042,0
hypergraphs_Kakuro-hard-144-ext.xml.hg,-1,156,156,MO,2,538577908,0
hypergraphs_Kakuro-hard-145-ext.xml.hg,-1,155,155,TO,2,329849074,0
hypergraphs_Kakuro-hard-149-ext.xml.hg,-1,173,173,TO,2,429009408,0
hypergraphs_Kakuro-hard-150-ext.xml.hg,-1,165,165,MO,2,359337617,0
hypergraphs_Kakuro-hard-151-ext.xml.hg,-1,164,120,TO,2,532669452,352
hypergraphs_Kakuro-hard-153-ext.xml.hg,-1,168,168,MO,2,369814067,0
hypergraphs_Kakuro-hard-154-ext.xml.hg,-1,164,164,MO,2,359334199,0
hypergraphs_Kakuro-hard-155-ext.xml.hg,-1,165,165,MO,2,359299776,0
hypergraphs_Kakuro-hard-156-ext.xml.hg,-1,177,177,MO,2,379568925,0
hypergraphs_Kakuro-hard-157-ext.xml.hg,-1,175,163,MO,2,359334143,24
hypergraphs_Kakuro-hard-158-ext.xml.hg,-1,154,142,TO,2,321131635,24
hypergraphs_Kakuro-hard-159-ext.xml.hg,-1,153,153,MO,2,336096614,0
hypergraphs_Kakuro-hard-161-ext.xml.hg,-1,158,158,MO,2,359326488,0
hypergraphs_Kakuro-hard-162-ext.xml.hg,-1,165,165,MO,2,359310636,0
hypergraphs_Kakuro-hard-163-ext.xml.hg,-1,156,156,MO,2,339026916,0
hypergraphs_Kakuro-hard-165-ext.xml.hg,-1,164,164,MO,2,359336590,0
hypergraphs_Kakuro-hard-168-ext.xml.hg,-1,160,148,MO,2,536868899,24
hypergraphs_Kakuro-hard-169-ext.xml.hg,-1,165,165,MO,2,359322299,0
hypergraphs_Kakuro-hard-170-ext.xml.hg,-1,165,165,MO,2,359311710,0
hypergraphs_Kakuro-hard-171-ext.xml.hg,-1,165,141,TO,2,428584082,48
hypergraphs_Kakuro-hard-172-ext.xml.hg,-1,172,172,MO,2,369830409,0
hypergraphs_Kakuro-hard-173-ext.xml.hg,-1,168,168,TO,2,345621417,0
hypergraphs_Kakuro-hard-174-ext.xml.hg,-1,167,167,MO,2,359308879,0
hypergraphs_Kakuro-medium-000-ext.xml.hg,3.000,18,18,0.18,5,162,904
hypergraphs_Kakuro-medium-001-ext.xml.hg,3.000,36,36,0.42000000000000004,5,338,3068
hypergraphs_Kakuro-medium-002-ext.xml.hg,2.000,71,12,0.18,5,129,404
hypergraphs_Kakuro-medium-003-ext.xml.hg,3.000,73,15,0.25,5,245,1096
hypergraphs_Kakuro-medium-004-ext.xml.hg,3.000,76,64,64.28,5,14978,510704
hypergraphs_Kakuro-medium-005-ext.xml.hg,4.000,72,64,1961.38,5,334708,13751352
hypergraphs_Kakuro-medium-006-ext.xml.hg,4.000,80,68,77.29,5,15582,601136
hypergraphs_Kakuro-medium-007-ext.xml.hg,3.000,86,86,994.5,5,124412,7200671
hypergraphs_Kakuro-medium-008-ext.xml.hg,4.000,79,65,70.58,5,18270,570524
hypergraphs_Kakuro-medium-009-ext.xml.hg,3.000,78,70,135.94,5,30606,1126020
hypergraphs_Kakuro-medium-010-ext.xml.hg,3.000,83,67,101.53,5,26814,823907
hypergraphs_Kakuro-medium-011-ext.xml.hg,4.000,80,60,539.68,5,107764,3963994
hypergraphs_Kakuro-medium-012-ext.xml.hg,3.000,81,81,548.66,5,88684,4444331
hypergraphs_Kakuro-medium-013-ext.xml.hg,3.000,87,87,982.19,5,121772,6842619
hypergraphs_Kakuro-medium-014-ext.xml.hg,3.000,74,74,307.71000000000004,5,42240,2329520
hypergraphs_Kakuro-medium-015-ext.xml.hg,4.000,82,82,2247.89,5,253756,15196240
hypergraphs_Kakuro-medium-016-ext.xml.hg,3.000,86,86,321.38,5,41676,2402704
hypergraphs_Kakuro-medium-017-ext.xml.hg,3.000,89,89,2110.6200000000003,5,223532,14814699
hypergraphs_Kakuro-medium-018-ext.xml.hg,3.000,82,82,6.86,5,2358,54080
hypergraphs_Kakuro-medium-019-ext.xml.hg,4.000,86,78,1938.32,5,274470,13291652
hypergraphs_Kakuro-medium-020-ext.xml.hg,4.000,81,73,790.3,5,110605,5568424
hypergraphs_Kakuro-medium-021-ext.xml.hg,-1,86,86,TO,4,579876,26232192
hypergraphs_Kakuro-medium-022-ext.xml.hg,3.000,84,84,967.98,5,92294,6612048
hypergraphs_Kakuro-medium-023-ext.xml.hg,4.000,81,55,12.81,5,4941,108232
hypergraphs_Kakuro-medium-024-ext.xml.hg,3.000,84,56,16.79,5,5954,140956
hypergraphs_Kakuro-medium-025-ext.xml.hg,-1,83,75,TO,4,488785,23079748
hypergraphs_Kakuro-medium-026-ext.xml.hg,-1,80,80,TO,4,725362,51179544
hypergraphs_Kakuro-medium-027-ext.xml.hg,4.000,88,50,39.75,5,11752,316700
hypergraphs_Kakuro-medium-028-ext.xml.hg,-1,88,72,TO,4,3966984,189374704
hypergraphs_Kakuro-medium-029-ext.xml.hg,3.000,80,58,52.39,5,16692,424884
hypergraphs_Kakuro-medium-030-ext.xml.hg,4.000,81,73,209.7,5,33157,1496672
hypergraphs_Kakuro-medium-031-ext.xml.hg,4.000,76,76,264.88,5,31566,1948556
hypergraphs_Kakuro-medium-032-ext.xml.hg,3.000,85,85,548.35,5,80684,4408547
hypergraphs_Kakuro-medium-033-ext.xml.hg,4.000,80,80,1525.46,5,212534,11341104
hypergraphs_Kakuro-medium-034-ext.xml.hg,3.000,88,64,106.93,5,20910,811872
hypergraphs_Kakuro-medium-035-ext.xml.hg,3.000,83,71,549.37,5,98276,3838335
hypergraphs_Kakuro-medium-036-ext.xml.hg,3.000,82,82,26.42,5,6112,205552
hypergraphs_Kakuro-medium-037-ext.xml.hg,-1,86,86,TO,4,1261084,94100512
hypergraphs_Kakuro-medium-038-ext.xml.hg,-1,90,70,TO,4,3465348,129885348
hypergraphs_Kakuro-medium-039-ext.xml.hg,-1,89,89,TO,3,13234055,0
hypergraphs_Kakuro-medium-040-ext.xml.hg,4.000,86,60,242.7,5,55330,1840740
hypergraphs_Kakuro-medium-041-ext.xml.hg,-1,84,84,TO,3,7891630,0
hypergraphs_Kakuro-medium-042-ext.xml.hg,4.000,84,84,1352.44,5,186846,9658200
hypergraphs_Kakuro-medium-043-ext.xml.hg,-1,83,83,TO,4,550289,26780284
hypergraphs_Kakuro-medium-044-ext.xml.hg,4.000,82,66,780.36,5,126154,5557492
hypergraphs_Kakuro-medium-045-ext.xml.hg,-1,84,84,TO,3,42850674,0
hypergraphs_Kakuro-medium-046-ext.xml.hg,4.000,82,82,1945.4,5,219266,13329004
hypergraphs_Kakuro-medium-047-ext.xml.hg,-1,86,86,TO,4,1559238,91726212
hypergraphs_Kakuro-medium-048-ext.xml.hg,4.000,84,84,563.04,5,78767,4499324
hypergraphs_Kakuro-medium-049-ext.xml.hg,-1,108,94,TO,3,14656412,40
hypergraphs_Kakuro-medium-050-ext.xml.hg,-1,110,110,TO,4,389628,61820730
hypergraphs_Kakuro-medium-051-ext.xml.hg,-1,105,105,TO,2,360963150,0
hypergraphs_Kakuro-medium-052-ext.xml.hg,-1,103,103,TO,3,24281583,0
hypergraphs_Kakuro-medium-053-ext.xml.hg,4.000,104,104,3039.47,5,305396,21970244
hypergraphs_Kakuro-medium-054-ext.xml.hg,-1,103,95,TO,3,45047598,8
hypergraphs_Kakuro-medium-055-ext.xml.hg,3.000,100,100,2454.82,5,202492,16416524
hypergraphs_Kakuro-medium-056-ext.xml.hg,-1,99,81,TO,4,1316573,106519208
hypergraphs_Kakuro-medium-057-ext.xml.hg,3.000,121,21,0.6,5,645,3644
hypergraphs_Kakuro-medium-058-ext.xml.hg,3.000,122,86,1658.12,5,123980,10959272
hypergraphs_Kakuro-medium-059-ext.xml.hg,-1,120,92,TO,4,1370060,115580376
hypergraphs_Kakuro-medium-060-ext.xml.hg,-1,148,148,TO,4,284772,32311488
hypergraphs_Kakuro-medium-061-ext.xml.hg,-1,144,108,TO,4,545800,37736116
hypergraphs_Kakuro-medium-063-ext.xml.hg,-1,150,106,TO,4,456052,41953720
hypergraphs_Kakuro-medium-064-ext.xml.hg,-1,144,144,TO,4,2074420,325217640
hypergraphs_Kakuro-medium-067-ext.xml.hg,-1,148,108,TO,4,554556,51498144
hypergraphs_Kakuro-medium-068-ext.xml.hg,-1,148,124,TO,2,245609853,48
hypergraphs_Kakuro-medium-069-ext.xml.hg,3.000,155,34,11.46,5,6475,86176
hypergraphs_Kakuro-medium-070-ext.xml.hg,-1,152,88,TO,4,545654,35515340
hypergraphs_Kakuro-medium-071-ext.xml.hg,-1,148,148,TO,3,8884708,0
hypergraphs_Kakuro-medium-072-ext.xml.hg,-1,150,126,TO,3,9730722,48
hypergraphs_Kakuro-medium-073-ext.xml.hg,3.000,148,148,2972.38,5,158684,19381424
hypergraphs_Kakuro-medium-074-ext.xml.hg,3.000,142,110,2264.16,5,269864,14443684
hypergraphs_Kakuro-medium-081-ext.xml.hg,-1,153,145,TO,2,260524683,8
hypergraphs_Kakuro-medium-082-ext.xml.hg,-1,156,104,TO,3,55075279,4328
hypergraphs_Kakuro-medium-084-ext.xml.hg,-1,150,150,TO,4,1406950,219601532
hypergraphs_Kakuro-medium-085-ext.xml.hg,-1,148,88,TO,3,56613132,680
hypergraphs_Kakuro-medium-086-ext.xml.hg,-1,153,59,TO,4,927125,24841476
hypergraphs_Kakuro-medium-089-ext.xml.hg,3.000,150,38,37.26,5,16326,292418
hypergraphs_Kakuro-medium-090-ext.xml.hg,-1,153,103,TO,4,2672251,143493888
hypergraphs_Kakuro-medium-091-ext.xml.hg,-1,157,149,TO,2,394688958,8
hypergraphs_Kakuro-medium-093-ext.xml.hg,-1,154,154,MO,2,336093429,0
hypergraphs_Kakuro-medium-094-ext.xml.hg,3.000,157,49,157.98,5,49659,1097424
hypergraphs_Kakuro-medium-098-ext.xml.hg,-1,162,162,TO,2,453052428,0
hypergraphs_Kakuro-medium-099-ext.xml.hg,-1,148,148,TO,2,388911590,0
hypergraphs_Kakuro-medium-101-ext.xml.hg,-1,150,150,MO,2,325327095,0
hypergraphs_Kakuro-medium-104-ext.xml.hg,-1,180,180,MO,2,389095401,0
hypergraphs_Kakuro-medium-108-ext.xml.hg,-1,162,150,MO,2,325319407,24
hypergraphs_Kakuro-medium-109-ext.xml.hg,-1,153,153,MO,2,336080120,0
hypergraphs_Kakuro-medium-110-ext.xml.hg,-1,168,168,TO,2,396400297,0
hypergraphs_Kakuro-medium-111-ext.xml.hg,-1,166,166,MO,2,359332677,0
hypergraphs_Kakuro-medium-112-ext.xml.hg,-1,176,176,MO,2,379565179,0
hypergraphs_Kakuro-medium-114-ext.xml.hg,-1,158,158,TO,2,441095304,0
hypergraphs_Kakuro-medium-115-ext.xml.hg,-1,154,154,TO,2,329768832,0
hypergraphs_Kakuro-medium-117-ext.xml.hg,-1,164,164,MO,2,359321019,0
hypergraphs_Kakuro-medium-118-ext.xml.hg,-1,156,156,TO,2,446451585,0
hypergraphs_Kakuro-medium-119-ext.xml.hg,-1,160,160,MO,2,359322066,0
hypergraphs_Kakuro-medium-120-ext.xml.hg,-1,154,138,TO,2,359115840,64
hypergraphs_Kakuro-medium-121-ext.xml.hg,-1,157,157,TO,2,434941249,0
hypergraphs_Kakuro-medium-122-ext.xml.hg,-1,164,164,TO,2,398148772,0
hypergraphs_Kakuro-medium-123-ext.xml.hg,-1,170,170,MO,2,369811415,0
hypergraphs_Kakuro-medium-124-ext.xml.hg,-1,172,172,TO,2,456919397,0
hypergraphs_Kakuro-medium-125-ext.xml.hg,-1,164,164,MO,2,359333165,0
hypergraphs_Kakuro-medium-126-ext.xml.hg,-1,169,147,TO,2,395426063,176
hypergraphs_Kakuro-medium-127-ext.xml.hg,-1,157,157,MO,2,339013978,0
hypergraphs_Kakuro-medium-128-ext.xml.hg,-1,180,180,MO,2,389086471,0
