instance,tw,triang_fhtw,frasmt_fhtw
hypergraphs_rand-25-10-25-87-22.xml.hg,5.000,0.8,45.07
hypergraphs_rand-25-10-25-87-23.xml.hg,5.000,0.31,42.35
hypergraphs_rand-25-10-25-87-24.xml.hg,5.000,0.67,42.45
hypergraphs_rand-25-10-25-87-25.xml.hg,5.000,0.35,38.33
hypergraphs_rand-25-10-25-87-26.xml.hg,5.000,0.52,44.7
hypergraphs_rand-25-10-25-87-27.xml.hg,5.500,1.11,46.5
hypergraphs_rand-25-10-25-87-28.xml.hg,5.500,0.81,57.7
hypergraphs_rand-25-10-25-87-29.xml.hg,5.500,0.84,44.79
hypergraphs_rand-25-10-25-87-30.xml.hg,5.500,1.12,56.17
hypergraphs_rand-25-10-25-87-31.xml.hg,5.500,0.9,46.06
hypergraphs_rand-25-10-25-87-32.xml.hg,5.000,0.92,44.03
hypergraphs_rand-25-10-25-87-33.xml.hg,5.500,0.84,53.57
hypergraphs_rand-25-10-25-87-34.xml.hg,6.000,0.9,45.09
hypergraphs_rand-25-10-25-87-35.xml.hg,5.500,0.71,47.91
hypergraphs_rand-25-10-25-87-36.xml.hg,5.500,1.08,50.6
hypergraphs_rand-25-10-25-87-37.xml.hg,5.000,0.43,43.45
hypergraphs_rand-25-10-25-87-38.xml.hg,5.500,0.74,53.65
hypergraphs_rand-25-10-25-87-39.xml.hg,5.500,0.83,70.73
hypergraphs_rand-25-10-25-87-40.xml.hg,5.000,0.86,45.6
hypergraphs_rand-25-10-25-87-41.xml.hg,5.000,0.38,44.68
hypergraphs_rand-25-10-25-87-42.xml.hg,5.500,0.93,55.55
hypergraphs_rand-25-10-25-87-43.xml.hg,5.500,0.72,46.5
hypergraphs_rand-25-10-25-87-44.xml.hg,5.500,0.81,43.05
hypergraphs_rand-25-10-25-87-45.xml.hg,5.500,0.57,42.22
hypergraphs_rand-25-10-25-87-46.xml.hg,5.000,0.31,38.03
hypergraphs_rand-25-10-25-87-47.xml.hg,5.500,1.12,45.07
hypergraphs_rand-25-10-25-87-48.xml.hg,5.500,0.89,48.69
hypergraphs_rand-25-10-25-87-49.xml.hg,5.000,0.49,40.76
hypergraphs_rand-25-10-25-87-50.xml.hg,5.500,0.88,53.18
hypergraphs_rand-3-20-20-60-632-01.xml.hg,4.833,0.12,27.46
hypergraphs_rand-3-20-20-60-632-02.xml.hg,4.667,0.12,27.88
hypergraphs_rand-3-20-20-60-632-03.xml.hg,4.667,0.11,27.49
hypergraphs_rand-3-20-20-60-632-04.xml.hg,4.667,0.11,27.26
hypergraphs_rand-3-20-20-60-632-05.xml.hg,4.667,0.11,25.58
hypergraphs_rand-3-20-20-60-632-06.xml.hg,4.500,0.09,26.17
hypergraphs_rand-3-20-20-60-632-07.xml.hg,4.333,0.11,25.75
hypergraphs_rand-3-20-20-60-632-08.xml.hg,4.667,0.15,28.93
hypergraphs_rand-3-20-20-60-632-09.xml.hg,4.667,0.15,25.53
hypergraphs_rand-3-20-20-60-632-10.xml.hg,4.364,0.11,26.06
hypergraphs_rand-3-20-20-60-632-11.xml.hg,4.800,0.1,26.5
hypergraphs_rand-3-20-20-60-632-12.xml.hg,4.714,0.1,27.82
hypergraphs_rand-3-20-20-60-632-13.xml.hg,4.750,0.12,29.21
hypergraphs_rand-3-20-20-60-632-14.xml.hg,4.667,0.14,26.39
hypergraphs_rand-3-20-20-60-632-15.xml.hg,4.393,0.09,25.27
hypergraphs_rand-3-20-20-60-632-16.xml.hg,5.000,0.08,25.85
hypergraphs_rand-3-20-20-60-632-17.xml.hg,4.429,0.12,25.41
hypergraphs_rand-3-20-20-60-632-18.xml.hg,4.333,0.08,22.49
hypergraphs_rand-3-20-20-60-632-19.xml.hg,4.750,0.11,33.75
hypergraphs_rand-3-20-20-60-632-20.xml.hg,4.417,0.1,26.39
hypergraphs_rand-3-20-20-60-632-21.xml.hg,4.600,0.11,30.51
hypergraphs_rand-3-20-20-60-632-22.xml.hg,4.286,0.08,26.07
hypergraphs_rand-3-20-20-60-632-23.xml.hg,4.667,0.12,27.0
hypergraphs_rand-3-20-20-60-632-24.xml.hg,4.667,0.11,25.9
hypergraphs_rand-3-20-20-60-632-25.xml.hg,4.500,0.11,26.1
hypergraphs_rand-3-20-20-60-632-26.xml.hg,4.667,0.16,27.39
hypergraphs_rand-3-20-20-60-632-27.xml.hg,4.500,0.12,27.26
hypergraphs_rand-3-20-20-60-632-28.xml.hg,4.333,0.1,24.87
hypergraphs_rand-3-20-20-60-632-29.xml.hg,5.000,0.14,28.46
hypergraphs_rand-3-20-20-60-632-30.xml.hg,4.667,0.12,25.85
hypergraphs_rand-3-20-20-60-632-31.xml.hg,4.833,0.12,29.59
hypergraphs_rand-3-20-20-60-632-32.xml.hg,4.333,0.11,27.5
hypergraphs_rand-3-20-20-60-632-33.xml.hg,5.000,0.11,26.03
hypergraphs_rand-3-20-20-60-632-34.xml.hg,4.667,0.12,23.45
hypergraphs_rand-3-20-20-60-632-35.xml.hg,4.348,0.14,23.53
hypergraphs_rand-3-20-20-60-632-36.xml.hg,4.833,0.11,26.86
hypergraphs_rand-3-20-20-60-632-37.xml.hg,5.000,0.1,28.7
hypergraphs_rand-3-20-20-60-632-38.xml.hg,4.667,0.11,26.66
hypergraphs_rand-3-20-20-60-632-39.xml.hg,4.444,0.12,23.13
hypergraphs_rand-3-20-20-60-632-40.xml.hg,4.000,0.11,24.06
hypergraphs_rand-3-20-20-60-632-41.xml.hg,4.667,0.09,27.28
hypergraphs_rand-3-20-20-60-632-42.xml.hg,4.667,0.14,26.33
hypergraphs_rand-3-20-20-60-632-43.xml.hg,4.250,0.1,25.8
hypergraphs_rand-3-20-20-60-632-44.xml.hg,4.333,0.08,25.8
hypergraphs_rand-3-20-20-60-632-45.xml.hg,4.333,0.09,24.07
hypergraphs_rand-3-20-20-60-632-46.xml.hg,4.333,0.09,25.62
hypergraphs_rand-3-20-20-60-632-47.xml.hg,4.600,0.15,23.53
hypergraphs_rand-3-20-20-60-632-48.xml.hg,4.667,0.11,24.73
hypergraphs_rand-3-20-20-60-632-49.xml.hg,4.423,0.15,26.67
hypergraphs_rand-3-20-20-60-632-50.xml.hg,4.700,0.13,26.34
hypergraphs_rand-3-20-20-60-632f-01.xml.hg,4.833,0.09,24.37
hypergraphs_rand-3-20-20-60-632f-02.xml.hg,4.667,0.12,24.34
hypergraphs_rand-3-20-20-60-632f-03.xml.hg,4.667,0.11,25.52
hypergraphs_rand-3-20-20-60-632f-04.xml.hg,4.667,0.1,24.46
hypergraphs_rand-3-20-20-60-632f-05.xml.hg,4.667,0.11,23.69
hypergraphs_rand-3-20-20-60-632f-06.xml.hg,4.500,0.09,25.49
hypergraphs_rand-3-20-20-60-632f-07.xml.hg,4.333,0.11,24.97
hypergraphs_rand-3-20-20-60-632f-08.xml.hg,4.667,0.13,26.27
hypergraphs_rand-3-20-20-60-632f-09.xml.hg,4.667,0.14,24.13
hypergraphs_rand-3-20-20-60-632f-10.xml.hg,4.364,0.08,25.74
hypergraphs_rand-3-20-20-60-632f-11.xml.hg,4.800,0.08,27.71
hypergraphs_rand-3-20-20-60-632f-12.xml.hg,4.714,0.1,28.17
hypergraphs_rand-3-20-20-60-632f-13.xml.hg,4.750,0.11,28.28
hypergraphs_rand-3-20-20-60-632f-14.xml.hg,4.667,0.13,26.02
hypergraphs_rand-3-20-20-60-632f-15.xml.hg,4.393,0.08,24.1
hypergraphs_rand-3-20-20-60-632f-16.xml.hg,5.000,0.09,24.54
hypergraphs_rand-3-20-20-60-632f-17.xml.hg,4.429,0.1,27.05
hypergraphs_rand-3-20-20-60-632f-18.xml.hg,4.333,0.08,23.94
hypergraphs_rand-3-20-20-60-632f-19.xml.hg,4.750,0.11,35.16
hypergraphs_rand-3-20-20-60-632f-20.xml.hg,4.417,0.1,25.68
hypergraphs_rand-3-20-20-60-632f-21.xml.hg,4.600,0.11,30.82
hypergraphs_rand-3-20-20-60-632f-22.xml.hg,4.286,0.08,25.98
hypergraphs_rand-3-20-20-60-632f-23.xml.hg,4.667,0.11,26.59
hypergraphs_rand-3-20-20-60-632f-24.xml.hg,4.667,0.1,26.38
hypergraphs_rand-3-20-20-60-632f-25.xml.hg,4.500,0.12,28.28
hypergraphs_rand-3-20-20-60-632f-26.xml.hg,4.667,0.16,28.28
hypergraphs_rand-3-20-20-60-632f-27.xml.hg,4.500,0.09,25.85
hypergraphs_rand-3-20-20-60-632f-28.xml.hg,4.333,0.09,24.33
hypergraphs_rand-3-20-20-60-632f-29.xml.hg,5.000,0.12,26.24
hypergraphs_rand-3-20-20-60-632f-30.xml.hg,4.667,0.11,23.94
hypergraphs_rand-3-20-20-60-632f-31.xml.hg,4.833,0.1,29.4
hypergraphs_rand-3-20-20-60-632f-32.xml.hg,4.333,0.1,25.28
hypergraphs_rand-3-20-20-60-632f-33.xml.hg,5.000,0.09,28.06
hypergraphs_rand-3-20-20-60-632f-34.xml.hg,4.667,0.12,26.48
hypergraphs_rand-3-20-20-60-632f-35.xml.hg,4.348,0.14,25.57
hypergraphs_rand-3-20-20-60-632f-36.xml.hg,4.833,0.1,25.67
hypergraphs_rand-3-20-20-60-632f-37.xml.hg,5.000,0.09,30.16
hypergraphs_rand-3-20-20-60-632f-38.xml.hg,4.667,0.12,27.85
hypergraphs_rand-3-20-20-60-632f-39.xml.hg,4.444,0.08,24.4
hypergraphs_rand-3-20-20-60-632f-40.xml.hg,4.000,0.1,24.95
hypergraphs_rand-3-20-20-60-632f-41.xml.hg,4.667,0.08,27.03
hypergraphs_rand-3-20-20-60-632f-42.xml.hg,4.667,0.13,26.24
hypergraphs_rand-3-20-20-60-632f-43.xml.hg,4.250,0.1,24.94
hypergraphs_rand-3-20-20-60-632f-44.xml.hg,4.333,0.08,25.52
hypergraphs_rand-3-20-20-60-632f-45.xml.hg,4.333,0.09,24.93
hypergraphs_rand-3-20-20-60-632f-46.xml.hg,4.333,0.09,24.78
hypergraphs_rand-3-20-20-60-632f-47.xml.hg,4.600,0.13,25.63
hypergraphs_rand-3-20-20-60-632f-48.xml.hg,4.667,0.11,27.0
hypergraphs_rand-3-20-20-60-632f-49.xml.hg,4.423,0.09,25.38
hypergraphs_rand-3-20-20-60-632f-50.xml.hg,4.700,0.12,24.44
hypergraphs_rand-3-24-24-76-632-01.xml.hg,5.667,0.26,766.71
hypergraphs_rand-3-24-24-76-632-02.xml.hg,5.333,0.16,56.5
hypergraphs_rand-3-24-24-76-632-03.xml.hg,5.333,0.22,51.42
hypergraphs_rand-3-24-24-76-632-04.xml.hg,4.889,0.17,42.65
hypergraphs_rand-3-24-24-76-632-05.xml.hg,5.667,0.22,108.88
hypergraphs_rand-3-24-24-76-632-06.xml.hg,5.500,0.28,63.05
hypergraphs_rand-3-24-24-76-632-07.xml.hg,5.333,0.22,47.93
hypergraphs_rand-3-24-24-76-632-08.xml.hg,5.333,0.22,57.65
hypergraphs_rand-3-24-24-76-632-09.xml.hg,5.381,0.34,171.77
hypergraphs_rand-3-24-24-76-632-10.xml.hg,5.667,0.17,99.43
hypergraphs_rand-3-24-24-76-632-11.xml.hg,5.333,0.21,46.78
hypergraphs_rand-3-24-24-76-632-12.xml.hg,5.667,0.28,1033.41
hypergraphs_rand-3-24-24-76-632-13.xml.hg,4.714,0.21,45.57
hypergraphs_rand-3-24-24-76-632-14.xml.hg,5.214,0.21,65.98
hypergraphs_rand-3-24-24-76-632-15.xml.hg,5.333,0.22,78.6
hypergraphs_rand-3-24-24-76-632-16.xml.hg,5.143,0.18,49.05
hypergraphs_rand-3-24-24-76-632-17.xml.hg,5.688,0.22,194.23
hypergraphs_rand-3-24-24-76-632-18.xml.hg,5.333,0.25,94.76
hypergraphs_rand-3-24-24-76-632-19.xml.hg,5.333,0.19,75.1
hypergraphs_rand-3-24-24-76-632-20.xml.hg,5.667,0.27,104.14
hypergraphs_rand-3-24-24-76-632-21.xml.hg,5.000,0.22,45.98
hypergraphs_rand-3-24-24-76-632-22.xml.hg,5.667,0.29,137.85
hypergraphs_rand-3-24-24-76-632-23.xml.hg,5.429,0.25,62.09
hypergraphs_rand-3-24-24-76-632-24.xml.hg,5.729,0.31,3330.07
hypergraphs_rand-3-24-24-76-632-25.xml.hg,5.455,0.26,53.23
hypergraphs_rand-3-24-24-76-632-26.xml.hg,5.600,0.22,603.23
hypergraphs_rand-3-24-24-76-632-27.xml.hg,5.667,0.29,440.98
hypergraphs_rand-3-24-24-76-632-28.xml.hg,5.000,0.17,48.45
hypergraphs_rand-3-24-24-76-632-29.xml.hg,5.333,0.18000000000000002,62.21
hypergraphs_rand-3-24-24-76-632-30.xml.hg,5.333,0.26,144.97
hypergraphs_rand-3-24-24-76-632-31.xml.hg,5.077,0.23,57.76
hypergraphs_rand-3-24-24-76-632-32.xml.hg,5.000,0.17,42.61
hypergraphs_rand-3-24-24-76-632-33.xml.hg,5.376,0.24,85.09
hypergraphs_rand-3-24-24-76-632-34.xml.hg,5.333,0.2,53.91
hypergraphs_rand-3-24-24-76-632-35.xml.hg,5.667,0.19,121.63
hypergraphs_rand-3-24-24-76-632-36.xml.hg,5.333,0.19,43.67
hypergraphs_rand-3-24-24-76-632-37.xml.hg,5.333,0.16,41.03
hypergraphs_rand-3-24-24-76-632-38.xml.hg,5.455,0.29,101.88
hypergraphs_rand-3-24-24-76-632-39.xml.hg,5.500,0.23,67.1
hypergraphs_rand-3-24-24-76-632-40.xml.hg,5.400,0.22,89.59
hypergraphs_rand-3-24-24-76-632-41.xml.hg,5.667,0.21,104.11
hypergraphs_rand-3-24-24-76-632-42.xml.hg,5.435,0.25,232.89
hypergraphs_rand-3-24-24-76-632-43.xml.hg,5.333,0.25,59.86
hypergraphs_rand-3-24-24-76-632-44.xml.hg,5.400,0.25,153.8
hypergraphs_rand-3-24-24-76-632-45.xml.hg,5.667,0.22,201.49
hypergraphs_rand-3-24-24-76-632-46.xml.hg,5.333,0.19,46.8
hypergraphs_rand-3-24-24-76-632-47.xml.hg,5.722,0.21,1652.43
hypergraphs_rand-3-24-24-76-632-48.xml.hg,5.667,0.27,601.26
hypergraphs_rand-3-24-24-76-632-49.xml.hg,5.333,0.26,83.06
hypergraphs_rand-3-24-24-76-632-50.xml.hg,5.667,0.21,62.99
hypergraphs_rand-3-24-24-76-632f-01.xml.hg,5.667,0.26,806.37
hypergraphs_rand-3-24-24-76-632f-02.xml.hg,5.333,0.16,53.51
hypergraphs_rand-3-24-24-76-632f-03.xml.hg,5.333,0.21,53.84
hypergraphs_rand-3-24-24-76-632f-04.xml.hg,4.889,0.18000000000000002,40.8
hypergraphs_rand-3-24-24-76-632f-05.xml.hg,5.667,0.22,115.4
hypergraphs_rand-3-24-24-76-632f-06.xml.hg,5.500,0.27,64.44
hypergraphs_rand-3-24-24-76-632f-07.xml.hg,5.333,0.21,49.42
hypergraphs_rand-3-24-24-76-632f-08.xml.hg,5.333,0.21000000000000002,53.51
hypergraphs_rand-3-24-24-76-632f-09.xml.hg,5.381,0.33,170.99
hypergraphs_rand-3-24-24-76-632f-10.xml.hg,5.667,0.17,99.91
hypergraphs_rand-3-24-24-76-632f-11.xml.hg,5.333,0.2,47.18
hypergraphs_rand-3-24-24-76-632f-12.xml.hg,5.667,0.28,994.81
hypergraphs_rand-3-24-24-76-632f-13.xml.hg,4.714,0.19,47.94
hypergraphs_rand-3-24-24-76-632f-14.xml.hg,5.214,0.19,66.84
hypergraphs_rand-3-24-24-76-632f-15.xml.hg,5.333,0.21000000000000002,80.04
hypergraphs_rand-3-24-24-76-632f-16.xml.hg,5.143,0.18,46.6
hypergraphs_rand-3-24-24-76-632f-17.xml.hg,5.688,0.21,198.0
hypergraphs_rand-3-24-24-76-632f-18.xml.hg,5.333,0.24000000000000002,95.2
hypergraphs_rand-3-24-24-76-632f-19.xml.hg,5.333,0.2,75.86
hypergraphs_rand-3-24-24-76-632f-20.xml.hg,5.667,0.28,99.79
hypergraphs_rand-3-24-24-76-632f-21.xml.hg,5.000,0.21,47.48
hypergraphs_rand-3-24-24-76-632f-22.xml.hg,5.667,0.27,146.34
hypergraphs_rand-3-24-24-76-632f-23.xml.hg,5.429,0.23,58.76
hypergraphs_rand-3-24-24-76-632f-24.xml.hg,5.729,0.29000000000000004,3333.4
hypergraphs_rand-3-24-24-76-632f-25.xml.hg,5.455,0.22,52.68
hypergraphs_rand-3-24-24-76-632f-26.xml.hg,5.600,0.22,575.35
hypergraphs_rand-3-24-24-76-632f-27.xml.hg,5.667,0.26,466.71
hypergraphs_rand-3-24-24-76-632f-28.xml.hg,5.000,0.15,50.35
hypergraphs_rand-3-24-24-76-632f-29.xml.hg,5.333,0.18000000000000002,62.8
hypergraphs_rand-3-24-24-76-632f-30.xml.hg,5.333,0.24000000000000002,145.27
hypergraphs_rand-3-24-24-76-632f-31.xml.hg,5.077,0.22,57.84
hypergraphs_rand-3-24-24-76-632f-32.xml.hg,5.000,0.16,44.49
hypergraphs_rand-3-24-24-76-632f-33.xml.hg,5.376,0.22,82.37
hypergraphs_rand-3-24-24-76-632f-34.xml.hg,5.333,0.21,50.8
hypergraphs_rand-3-24-24-76-632f-35.xml.hg,5.667,0.2,122.11
hypergraphs_rand-3-24-24-76-632f-36.xml.hg,5.333,0.17,43.7
hypergraphs_rand-3-24-24-76-632f-37.xml.hg,5.333,0.15000000000000002,42.24
hypergraphs_rand-3-24-24-76-632f-38.xml.hg,5.455,0.29,96.19
hypergraphs_rand-3-24-24-76-632f-39.xml.hg,5.500,0.21000000000000002,70.1
hypergraphs_rand-3-24-24-76-632f-40.xml.hg,5.400,0.21,88.87
hypergraphs_rand-3-24-24-76-632f-41.xml.hg,5.667,0.2,103.95
hypergraphs_rand-3-24-24-76-632f-42.xml.hg,5.435,0.25,233.81
hypergraphs_rand-3-24-24-76-632f-43.xml.hg,5.333,0.25,58.23
hypergraphs_rand-3-24-24-76-632f-44.xml.hg,5.400,0.24,160.57
hypergraphs_rand-3-24-24-76-632f-45.xml.hg,5.667,0.2,200.65
hypergraphs_rand-3-24-24-76-632f-46.xml.hg,5.333,0.17,47.36
hypergraphs_rand-3-24-24-76-632f-47.xml.hg,5.722,0.19,1666.07
hypergraphs_rand-3-24-24-76-632f-48.xml.hg,5.667,0.25,599.75
hypergraphs_rand-3-24-24-76-632f-49.xml.hg,5.333,0.26,84.82
hypergraphs_rand-3-24-24-76-632f-50.xml.hg,5.667,0.21,60.98
hypergraphs_rand-3-28-28-93-632-01.xml.hg,6.125,0.3,1719.14
hypergraphs_rand-3-28-28-93-632-02.xml.hg,6.118,0.7,TO
hypergraphs_rand-3-28-28-93-632-03.xml.hg,6.400,0.58,TO
hypergraphs_rand-3-28-28-93-632-04.xml.hg,6.333,0.63,2916.37
hypergraphs_rand-3-28-28-93-632-05.xml.hg,6.333,0.61,TO
hypergraphs_rand-3-28-28-93-632-06.xml.hg,6.333,0.69,TO
hypergraphs_rand-3-28-28-93-632-07.xml.hg,6.333,0.53,TO
hypergraphs_rand-3-28-28-93-632-08.xml.hg,6.538,0.85,TO
hypergraphs_rand-3-28-28-93-632-09.xml.hg,6.333,0.66,TO
hypergraphs_rand-3-28-28-93-632-10.xml.hg,6.000,0.74,179.28
hypergraphs_rand-3-28-28-93-632-11.xml.hg,6.333,0.51,2959.45
hypergraphs_rand-3-28-28-93-632-12.xml.hg,6.333,0.61,TO
hypergraphs_rand-3-28-28-93-632-13.xml.hg,6.348,0.81,TO
hypergraphs_rand-3-28-28-93-632-14.xml.hg,6.000,0.64,89.95
hypergraphs_rand-3-28-28-93-632-15.xml.hg,6.333,0.74,TO
hypergraphs_rand-3-28-28-93-632-16.xml.hg,6.667,0.5,TO
hypergraphs_rand-3-28-28-93-632-17.xml.hg,6.273,0.43,2230.03
hypergraphs_rand-3-28-28-93-632-18.xml.hg,6.338,0.7,TO
hypergraphs_rand-3-28-28-93-632-19.xml.hg,6.333,0.7,TO
hypergraphs_rand-3-28-28-93-632-20.xml.hg,6.000,0.77,494.37
hypergraphs_rand-3-28-28-93-632-21.xml.hg,6.333,0.64,TO
hypergraphs_rand-3-28-28-93-632-22.xml.hg,6.417,0.49,TO
hypergraphs_rand-3-28-28-93-632-23.xml.hg,6.333,0.7,TO
hypergraphs_rand-3-28-28-93-632-24.xml.hg,6.000,0.81,309.05
hypergraphs_rand-3-28-28-93-632-25.xml.hg,6.667,0.74,TO
hypergraphs_rand-3-28-28-93-632-26.xml.hg,6.333,0.58,TO
hypergraphs_rand-3-28-28-93-632-27.xml.hg,6.667,0.65,TO
hypergraphs_rand-3-28-28-93-632-28.xml.hg,6.333,0.77,TO
hypergraphs_rand-3-28-28-93-632-29.xml.hg,6.333,0.77,TO
hypergraphs_rand-3-28-28-93-632-30.xml.hg,6.333,0.62,TO
hypergraphs_rand-3-28-28-93-632-31.xml.hg,6.000,0.6,651.77
hypergraphs_rand-3-28-28-93-632-32.xml.hg,6.000,1.16,616.38
hypergraphs_rand-3-28-28-93-632-33.xml.hg,6.667,0.88,TO
hypergraphs_rand-3-28-28-93-632-34.xml.hg,6.333,0.92,TO
hypergraphs_rand-3-28-28-93-632-35.xml.hg,6.000,0.54,104.66
hypergraphs_rand-3-28-28-93-632-36.xml.hg,6.000,0.45,186.74
hypergraphs_rand-3-28-28-93-632-37.xml.hg,6.100,0.6,TO
hypergraphs_rand-3-28-28-93-632-38.xml.hg,6.667,0.63,TO
hypergraphs_rand-3-28-28-93-632-39.xml.hg,6.333,0.73,TO
hypergraphs_rand-3-28-28-93-632-40.xml.hg,6.350,0.62,TO
hypergraphs_rand-3-28-28-93-632-41.xml.hg,6.333,0.75,TO
hypergraphs_rand-3-28-28-93-632-42.xml.hg,6.045,0.62,804.27
hypergraphs_rand-3-28-28-93-632-43.xml.hg,6.000,0.52,327.25
hypergraphs_rand-3-28-28-93-632-44.xml.hg,6.333,0.42,TO
hypergraphs_rand-3-28-28-93-632-45.xml.hg,6.000,0.96,300.66
hypergraphs_rand-3-28-28-93-632-46.xml.hg,6.290,1.05,TO
hypergraphs_rand-3-28-28-93-632-47.xml.hg,6.333,0.61,TO
hypergraphs_rand-3-28-28-93-632-48.xml.hg,6.333,0.64,TO
hypergraphs_rand-3-28-28-93-632-49.xml.hg,6.333,0.58,3172.91
hypergraphs_rand-3-28-28-93-632-50.xml.hg,6.333,0.56,TO
hypergraphs_rand-3-28-28-93-632f-01.xml.hg,6.125,0.29000000000000004,1728.37
hypergraphs_rand-3-28-28-93-632f-02.xml.hg,6.118,0.71,TO
hypergraphs_rand-3-28-28-93-632f-03.xml.hg,6.400,0.59,TO
hypergraphs_rand-3-28-28-93-632f-04.xml.hg,6.333,0.62,2725.07
hypergraphs_rand-3-28-28-93-632f-05.xml.hg,6.333,0.63,TO
hypergraphs_rand-3-28-28-93-632f-06.xml.hg,6.333,0.66,TO
hypergraphs_rand-3-28-28-93-632f-07.xml.hg,6.333,0.52,TO
hypergraphs_rand-3-28-28-93-632f-08.xml.hg,6.538,0.87,TO
hypergraphs_rand-3-28-28-93-632f-09.xml.hg,6.333,0.65,TO
hypergraphs_rand-3-28-28-93-632f-10.xml.hg,6.000,0.72,174.1
hypergraphs_rand-3-28-28-93-632f-11.xml.hg,6.333,0.5,2799.64
hypergraphs_rand-3-28-28-93-632f-12.xml.hg,6.333,0.61,TO
hypergraphs_rand-3-28-28-93-632f-13.xml.hg,6.348,0.81,TO
hypergraphs_rand-3-28-28-93-632f-14.xml.hg,6.000,0.63,87.01
hypergraphs_rand-3-28-28-93-632f-15.xml.hg,6.333,0.75,TO
hypergraphs_rand-3-28-28-93-632f-16.xml.hg,6.667,0.51,TO
hypergraphs_rand-3-28-28-93-632f-17.xml.hg,6.273,0.43,2230.69
hypergraphs_rand-3-28-28-93-632f-18.xml.hg,6.338,0.66,TO
hypergraphs_rand-3-28-28-93-632f-19.xml.hg,6.333,0.67,TO
hypergraphs_rand-3-28-28-93-632f-20.xml.hg,6.000,0.77,502.42
hypergraphs_rand-3-28-28-93-632f-21.xml.hg,6.333,0.6,TO
hypergraphs_rand-3-28-28-93-632f-22.xml.hg,6.417,0.47,TO
hypergraphs_rand-3-28-28-93-632f-23.xml.hg,6.333,0.72,TO
hypergraphs_rand-3-28-28-93-632f-24.xml.hg,6.000,0.81,299.19
hypergraphs_rand-3-28-28-93-632f-25.xml.hg,6.667,0.72,TO
hypergraphs_rand-3-28-28-93-632f-26.xml.hg,6.333,0.5700000000000001,TO
hypergraphs_rand-3-28-28-93-632f-27.xml.hg,6.667,0.67,TO
hypergraphs_rand-3-28-28-93-632f-28.xml.hg,6.333,0.79,TO
hypergraphs_rand-3-28-28-93-632f-29.xml.hg,6.333,0.8,TO
hypergraphs_rand-3-28-28-93-632f-30.xml.hg,6.333,0.6,TO
hypergraphs_rand-3-28-28-93-632f-31.xml.hg,6.000,0.58,682.76
hypergraphs_rand-3-28-28-93-632f-32.xml.hg,6.000,0.93,584.22
hypergraphs_rand-3-28-28-93-632f-33.xml.hg,6.667,0.6,TO
hypergraphs_rand-3-28-28-93-632f-34.xml.hg,6.333,0.67,TO
hypergraphs_rand-3-28-28-93-632f-35.xml.hg,6.000,0.3,98.8
hypergraphs_rand-3-28-28-93-632f-36.xml.hg,6.000,0.45,186.31
hypergraphs_rand-3-28-28-93-632f-37.xml.hg,6.100,0.61,TO
hypergraphs_rand-3-28-28-93-632f-38.xml.hg,6.667,0.63,TO
hypergraphs_rand-3-28-28-93-632f-39.xml.hg,6.333,0.72,TO
hypergraphs_rand-3-28-28-93-632f-40.xml.hg,6.350,0.63,TO
hypergraphs_rand-3-28-28-93-632f-41.xml.hg,6.333,0.72,TO
hypergraphs_rand-3-28-28-93-632f-42.xml.hg,6.045,0.6,770.58
hypergraphs_rand-3-28-28-93-632f-43.xml.hg,6.000,0.52,325.56
hypergraphs_rand-3-28-28-93-632f-44.xml.hg,6.333,0.42,TO
hypergraphs_rand-3-28-28-93-632f-45.xml.hg,6.000,0.93,320.19
hypergraphs_rand-3-28-28-93-632f-46.xml.hg,6.290,1.01,TO
hypergraphs_rand-3-28-28-93-632f-47.xml.hg,6.333,0.61,TO
hypergraphs_rand-3-28-28-93-632f-48.xml.hg,6.333,0.66,TO
hypergraphs_rand-3-28-28-93-632f-49.xml.hg,6.333,0.56,3020.92
hypergraphs_rand-3-28-28-93-632f-50.xml.hg,6.333,0.52,TO
hypergraphs_rand-5-10-10-15-08-0.xml.hg,1.957,0.01,2.82
hypergraphs_rand-5-10-10-15-08-1.xml.hg,1.909,0.01,3.36
hypergraphs_rand-5-10-10-15-08-2.xml.hg,2.000,0.03,0.79
hypergraphs_rand-5-10-10-15-08-3.xml.hg,1.857,0.03,2.66
hypergraphs_rand-5-10-10-15-08-4.xml.hg,1.895,0.03,2.47
hypergraphs_rand-5-10-10-15-08-5.xml.hg,1.857,0.01,0.78
hypergraphs_rand-5-10-10-15-08-6.xml.hg,2.000,0.04,3.62
hypergraphs_rand-5-10-10-15-08-7.xml.hg,1.857,0.03,0.79
hypergraphs_rand-5-10-10-15-08-8.xml.hg,2.000,0.03,0.82
hypergraphs_rand-5-10-10-15-08-9.xml.hg,2.000,0.01,2.98
hypergraphs_rand-5-2X-05c-01.xml.hg,2.400,0.03,3.23
hypergraphs_rand-5-2X-05c-02.xml.hg,2.400,0.02,0.92
hypergraphs_rand-5-2X-05c-04.xml.hg,2.400,0.01,0.96
hypergraphs_rand-5-2X-05c-06.xml.hg,2.400,0.03,0.95
hypergraphs_rand-5-2X-05c-07.xml.hg,2.400,0.03,1.02
hypergraphs_rand-5-2X-05c-08.xml.hg,2.400,0.03,3.55
hypergraphs_rand-5-2X-05c-10.xml.hg,2.400,0.03,3.46
hypergraphs_rand-5-2X-05c-11.xml.hg,2.400,0.03,0.97
